userid	genesymbol	genename	entrezgene
NBPF1	NBPF1	neuroblastoma breakpoint family member 1	55672
KDM4D	KDM4D	lysine demethylase 4D	55693
WDR11	WDR11	WD repeat domain 11	55717
TSR1	TSR1	TSR1, ribosome maturation factor	55720
ARFGAP1	ARFGAP1	ADP ribosylation factor GTPase activating protein 1	55738
DDX28	DDX28	DEAD-box helicase 28	55794
AXL	AXL	AXL receptor tyrosine kinase	558
ADAP2	ADAP2	ArfGAP with dual PH domains 2	55803
HR	HR	HR, lysine demethylase and nuclear receptor corepressor	55806
SELENOS	SELENOS	selenoprotein S	55829
PLGRKT	PLGRKT	plasminogen receptor with a C-terminal lysine	55848
TMEM126B	TMEM126B	transmembrane protein 126B	55863
GABRQ	GABRQ	gamma-aminobutyric acid type A receptor theta subunit	55879
NKRF	NKRF	NFKB repressing factor	55922
MAPK10	MAPK10	mitogen-activated protein kinase 10	5602
MAPK13	MAPK13	mitogen-activated protein kinase 13	5603
PCDHGC4	PCDHGC4	protocadherin gamma subfamily C, 4	56098
PCDHGB7	PCDHGB7	protocadherin gamma subfamily B, 7	56099
PCDHB6	PCDHB6	protocadherin beta 6	56130
PCDHA11	PCDHA11	protocadherin alpha 11	56138
TEX14	TEX14	testis expressed 14, intercellular bridge forming factor	56155
TDRD1	TDRD1	tudor domain containing 1	56165
MTFR1L	MTFR1L	mitochondrial fission regulator 1 like	56181
YLPM1	YLPM1	YLP motif containing 1	56252
RNF20	RNF20	ring finger protein 20	56254
SLC7A10	SLC7A10	solute carrier family 7 member 10	56301
LTB4R2	LTB4R2	leukotriene B4 receptor 2	56413
KLK7	KLK7	kallikrein related peptidase 7	5650
PRSS8	PRSS8	protease, serine 8	5652
DNAJC12	DNAJC12	DnaJ heat shock protein family (Hsp40) member C12	56521
CHST7	CHST7	carbohydrate sulfotransferase 7	56548
TMEM9B	TMEM9B	TMEM9 domain family member B	56674
ASCL3	ASCL3	achaete-scute family bHLH transcription factor 3	56676
PSMA3	PSMA3	proteasome subunit alpha 3	5684
RAD18	RAD18	RAD18, E3 ubiquitin protein ligase	56852
PNO1	PNO1	partner of NOB1 homolog	56902
C1GALT1	C1GALT1	core 1 synthase, glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1	56913
MCCC1	MCCC1	methylcrotonoyl-CoA carboxylase 1	56922
FEM1C	FEM1C	fem-1 homolog C	56929
CCDC177	CCDC177	coiled-coil domain containing 177	56936
ENY2	ENY2	ENY2, transcription and export complex 2 subunit	56943
LHX9	LHX9	LIM homeobox 9	56956
PARP6	PARP6	poly(ADP-ribose) polymerase family member 6	56965
POGLUT1	POGLUT1	protein O-glucosyltransferase 1	56983
TOMM22	TOMM22	translocase of outer mitochondrial membrane 22	56993
PCBP4	PCBP4	poly(rC) binding protein 4	57060
AGTRAP	AGTRAP	angiotensin II receptor associated protein	57085
REXO4	REXO4	REX4 homolog, 3'-5' exonuclease	57109
LYZL6	LYZL6	lysozyme like 6	57151
SLURP1	SLURP1	secreted LY6/PLAUR domain containing 1	57152
MCOLN1	MCOLN1	mucolipin 1	57192
IGHV3-30-3	IGHV3-30-3	immunoglobulin heavy variable 3-30-3	57290
PTGER1	PTGER1	prostaglandin E receptor 1	5731
RCN3	RCN3	reticulocalbin 3	57333
CLK4	CLK4	CDC like kinase 4	57396
BAGE	BAGE	B melanoma antigen	574
C1orf134	C1orf134	chromosome 1 open reading frame 134	574037
CYP20A1	CYP20A1	cytochrome P450 family 20 subfamily A member 1	57404
LRTM1	LRTM1	leucine rich repeats and transmembrane domains 1	57408
PTGS2	PTGS2	prostaglandin-endoperoxide synthase 2	5743
TBC1D24	TBC1D24	TBC1 domain family member 24	57465
PNMAL2	PNMAL2	paraneoplastic Ma antigen family like 2	57469
PTK2	PTK2	protein tyrosine kinase 2	5747
SHROOM4	SHROOM4	shroom family member 4	57477
NYNRIN	NYNRIN	NYN domain and retroviral integrase containing	57523
KIAA1324	KIAA1324	KIAA1324	57535
ARHGAP20	ARHGAP20	Rho GTPase activating protein 20	57569
PDZD4	PDZD4	PDZ domain containing 4	57595
SLAIN2	SLAIN2	SLAIN motif family member 2	57606
VPS18	VPS18	VPS18, CORVET/HOPS core subunit	57617
SH3RF1	SH3RF1	SH3 domain containing ring finger 1	57630
LRCH2	LRCH2	leucine rich repeats and calponin homology domain containing 2	57631
MYH7B	MYH7B	myosin heavy chain 7B	57644
CAMSAP3	CAMSAP3	calmodulin regulated spectrin associated protein family member 3	57662
KIAA1549	KIAA1549	KIAA1549	57670
SFMBT2	SFMBT2	Scm-like with four mbt domains 2	57713
SCUBE2	SCUBE2	signal peptide, CUB domain and EGF like domain containing 2	57758
BAK1	BAK1	BCL2 antagonist/killer 1	578
HES4	HES4	hes family bHLH transcription factor 4	57801
PTPN13	PTPN13	protein tyrosine phosphatase, non-receptor type 13	5783
PTPRE	PTPRE	protein tyrosine phosphatase, receptor type E	5791
PTPRG	PTPRG	protein tyrosine phosphatase, receptor type G	5793
PTPRH	PTPRH	protein tyrosine phosphatase, receptor type H	5794
PTPRM	PTPRM	protein tyrosine phosphatase, receptor type M	5797
ACTA1	ACTA1	actin, alpha 1, skeletal muscle	58
PTPRS	PTPRS	protein tyrosine phosphatase, receptor type S	5802
NFE4	NFE4	nuclear factor, erythroid 4	58160
CTDSP1	CTDSP1	CTD small phosphatase 1	58190
PEX19	PEX19	peroxisomal biogenesis factor 19	5824
ALDH18A1	ALDH18A1	aldehyde dehydrogenase 18 family member A1	5832
SQRDL	SQRDL	sulfide quinone reductase-like (yeast)	58472
SRPRB	SRPRB	SRP receptor beta subunit	58477
OPRPN	OPRPN	opiorphin prepropeptide	58503
RABGGTB	RABGGTB	Rab geranylgeranyltransferase beta subunit	5876
RAD51B	RAD51B	RAD51 paralog B	5890
RAD52	RAD52	RAD52 homolog, DNA repair protein	5893
RALB	RALB	RAS like proto-oncogene B	5899
RAP2B	RAP2B	RAP2B, member of RAS oncogene family	5912
RAPSN	RAPSN	receptor associated protein of the synapse	5913
RARS	RARS	arginyl-tRNA synthetase	5917
RASGRF1	RASGRF1	Ras protein specific guanine nucleotide releasing factor 1	5923
ARID4A	ARID4A	AT-rich interaction domain 4A	5926
HIVEP3	HIVEP3	human immunodeficiency virus type I enhancer binding protein 3	59269
CACNG6	CACNG6	calcium voltage-gated channel auxiliary subunit gamma 6	59285
REV3L	REV3L	REV3 like, DNA directed polymerase zeta catalytic subunit	5980
RFC5	RFC5	replication factor C subunit 5	5985
RFPL1	RFPL1	ret finger protein like 1	5988
RGS3	RGS3	regulator of G-protein signaling 3	5998
EXOC4	EXOC4	exocyst complex component 4	60412
CTXN3	CTXN3	cortexin 3	613212
RPL11	RPL11	ribosomal protein L11	6135
RPL18A	RPL18A	ribosomal protein L18a	6142
RPL36A	RPL36A	ribosomal protein L36a	6173
RPS6KA3	RPS6KA3	ribosomal protein S6 kinase A3	6197
RPS16	RPS16	ribosomal protein S16	6217
RPS27	RPS27	ribosomal protein S27	6232
BDKRB2	BDKRB2	bradykinin receptor B2	624
RRM1	RRM1	ribonucleotide reductase catalytic subunit M1	6240
RTN1	RTN1	reticulon 1	6252
CFB	CFB	complement factor B	629
VPS52	VPS52	VPS52, GARP complex subunit	6293
CLEC11A	CLEC11A	C-type lectin domain family 11 member A	6320
SCML1	SCML1	sex comb on midleg-like 1 (Drosophila)	6322
SCN2A	SCN2A	sodium voltage-gated channel alpha subunit 2	6326
CEACAM1	CEACAM1	carcinoembryonic antigen related cell adhesion molecule 1	634
CCL18	CCL18	C-C motif chemokine ligand 18	6362
BIK	BIK	BCL2 interacting killer	638
SDC2	SDC2	syndecan 2	6383
SDF2	SDF2	stromal cell derived factor 2	6388
NAPB	NAPB	NSF attachment protein beta	63908
SDHC	SDHC	succinate dehydrogenase complex subunit C	6391
SDHD	SDHD	succinate dehydrogenase complex subunit D	6392
MRPS14	MRPS14	mitochondrial ribosomal protein S14	63931
GPSM3	GPSM3	G-protein signaling modulator 3	63940
DMRTB1	DMRTB1	DMRT like family B with proline rich C-terminal 1	63948
NEUROG2	NEUROG2	neurogenin 2	63973
ERVK-6	ERVK-6	endogenous retrovirus group K member 6	64006
NPAS3	NPAS3	neuronal PAS domain protein 3	64067
GAL3ST2	GAL3ST2	galactose-3-O-sulfotransferase 2	64090
EPB41L4A	EPB41L4A	erythrocyte membrane protein band 4.1 like 4A	64097
BLM	BLM	Bloom syndrome RecQ like helicase	641
CENPK	CENPK	centromere protein K	64105
NPFFR1	NPFFR1	neuropeptide FF receptor 1	64106
SLC39A8	SLC39A8	solute carrier family 39 member 8	64116
XYLT1	XYLT1	xylosyltransferase 1	64131
MAP2K4	MAP2K4	mitogen-activated protein kinase kinase 4	6416
DPEP3	DPEP3	dipeptidase 3	64180
STRA6	STRA6	stimulated by retinoic acid 6	64220
HERPUD2	HERPUD2	HERPUD family member 2	64224
RAD21L1	RAD21L1	RAD21 cohesin complex component like 1	642636
FAM196A	FAM196A	family with sequence similarity 196 member A	642938
SRSF7	SRSF7	serine and arginine rich splicing factor 7	6432
XPO4	XPO4	exportin 4	64328
BTBD18	BTBD18	BTB domain containing 18	643376
NXN	NXN	nucleoredoxin	64359
ZFP62	ZFP62	ZFP62 zinc finger protein	643836
CBLN3	CBLN3	cerebellin 3 precursor	643866
SGCB	SGCB	sarcoglycan beta	6443
PIK3CD-AS1	PIK3CD-AS1	PIK3CD antisense RNA 1	644997
SH3BGR	SH3BGR	SH3 domain binding glutamate rich protein	6450
EVPLL	EVPLL	envoplakin like	645027
PRAMEF26	PRAMEF26	PRAME family member 26	645359
TMEM191C	TMEM191C	transmembrane protein 191C	645426
LINC00614	LINC00614	long intergenic non-protein coding RNA 614	645587
SPATA31C2	SPATA31C2	SPATA31 subfamily C member 2	645961
SHB	SHB	SH2 domain containing adaptor protein B	6461
LINC00643	LINC00643	long intergenic non-protein coding RNA 643	646113
C3orf84	C3orf84	chromosome 3 open reading frame 84	646498
FBXW4	FBXW4	F-box and WD repeat domain containing 4	6468
C7orf73	C7orf73	chromosome 7 open reading frame 73	647087
SRGAP2B	SRGAP2B	SLIT-ROBO Rho GTPase activating protein 2B	647135
UNKL	UNKL	unkempt family like zinc finger	64718
PCED1A	PCED1A	PC-esterase domain containing 1A	64773
MTHFSD	MTHFSD	methenyltetrahydrofolate synthetase domain containing	64779
CDCP1	CDCP1	CUB domain containing protein 1	64866
CASD1	CASD1	CAS1 domain containing 1	64921
MRPL9	MRPL9	mitochondrial ribosomal protein L9	65005
PINK1	PINK1	PTEN induced putative kinase 1	65018
REEP1	REEP1	receptor accessory protein 1	65055
GPBP1	GPBP1	GC-rich promoter binding protein 1	65056
SLC3A2	SLC3A2	solute carrier family 3 member 2	6520
PCDH15	PCDH15	protocadherin related 15	65217
SLC5A1	SLC5A1	solute carrier family 5 member 1	6523
ZSWIM4	ZSWIM4	zinc finger SWIM-type containing 4	65249
PYCRL	PYCRL	pyrroline-5-carboxylate reductase-like	65263
GOLGA8K	GOLGA8K	golgin A8 family member K	653125
DUX4L7	DUX4L7	double homeobox 4 like 7	653543
SLC9A5	SLC9A5	solute carrier family 9 member A5	6553
SLC12A1	SLC12A1	solute carrier family 12 member 1	6557
SLC14A1	SLC14A1	solute carrier family 14 member 1 (Kidd blood group)	6563
SLIT1	SLIT1	slit guidance ligand 1	6585
SMARCC2	SMARCC2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 2	6601
SMARCD1	SMARCD1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1	6602
SLC2A11	SLC2A11	solute carrier family 2 member 11	66035
BNIP2	BNIP2	BCL2 interacting protein 2	663
SP2	SP2	Sp2 transcription factor	6668
SPN	SPN	sialophorin	6693
SPP1	SPP1	secreted phosphoprotein 1	6696
SRP19	SRP19	signal recognition particle 19	6728
SST	SST	somatostatin	6750
ST5	ST5	suppression of tumorigenicity 5	6764
ZFP36L2	ZFP36L2	ZFP36 ring finger protein like 2	678
STXBP1	STXBP1	syntaxin binding protein 1	6812
SYN2	SYN2	synapsin II	6854
TACR2	TACR2	tachykinin receptor 2	6865
TAF6	TAF6	TATA-box binding protein associated factor 6	6878
TAL1	TAL1	TAL bHLH transcription factor 1, erythroid differentiation factor	6886
TAZ	TAZ	tafazzin	6901
DYNLT1	DYNLT1	dynein light chain Tctex-type 1	6993
TFPI	TFPI	tissue factor pathway inhibitor	7035
TFRC	TFRC	transferrin receptor	7037
TGFB2	TGFB2	transforming growth factor beta 2	7042
THPO	THPO	thrombopoietin	7066
THRSP	THRSP	thyroid hormone responsive	7069
TIA1	TIA1	TIA1 cytotoxic granule associated RNA binding protein	7072
TIAL1	TIAL1	TIA1 cytotoxic granule associated RNA binding protein like 1	7073
ICAM5	ICAM5	intercellular adhesion molecule 5	7087
TLL1	TLL1	tolloid like 1	7092
C1QA	C1QA	complement C1q A chain	712
TNNI3	TNNI3	troponin I3, cardiac type	7137
TNP2	TNP2	transition protein 2	7142
TPD52L2	TPD52L2	tumor protein D52 like 2	7165
TPI1	TPI1	triosephosphate isomerase 1	7167
TPTE	TPTE	transmembrane phosphatase with tensin homology	7179
CRISP2	CRISP2	cysteine rich secretory protein 2	7180
HSP90B2P	HSP90B2P	heat shock protein 90 beta family member 2, pseudogene	7190
C4BPA	C4BPA	complement component 4 binding protein alpha	722
TTC4	TTC4	tetratricopeptide repeat domain 4	7268
TLCD2	TLCD2	TLC domain containing 2	727910
KRTAP1-4	KRTAP1-4	keratin associated protein 1-4	728255
D2HGDH	D2HGDH	D-2-hydroxyglutarate dehydrogenase	728294
LINC01548	LINC01548	long intergenic non-protein coding RNA 1548	728409
CNTNAP3B	CNTNAP3B	contactin associated protein-like 3B	728577
CROCC2	CROCC2	ciliary rootlet coiled-coil, rootletin family member 2	728763
C16orf52	C16orf52	chromosome 16 open reading frame 52	730094
RFX8	RFX8	RFX family member 8, lacking RFX DNA binding domain	731220
SLC35A2	SLC35A2	solute carrier family 35 member A2	7355
SCGB1A1	SCGB1A1	secretoglobin family 1A member 1	7356
UGT2B4	UGT2B4	UDP glucuronosyltransferase family 2 member B4	7363
UGT2B10	UGT2B10	UDP glucuronosyltransferase family 2 member B10	7365
MRPL49	MRPL49	mitochondrial ribosomal protein L49	740
UTRN	UTRN	utrophin	7402
VCL	VCL	vinculin	7414
VCP	VCP	valosin containing protein	7415
VDAC3	VDAC3	voltage dependent anion channel 3	7419
VIPR1	VIPR1	vasoactive intestinal peptide receptor 1	7433
YWHAZ	YWHAZ	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta	7534
ZNF711	ZNF711	zinc finger protein 711	7552
CNBP	CNBP	CCHC-type zinc finger nucleic acid binding protein	7555
ZNF708	ZNF708	zinc finger protein 708	7562
ZNF20	ZNF20	zinc finger protein 20	7568
ZNF24	ZNF24	zinc finger protein 24	7572
ZNF26	ZNF26	zinc finger protein 26	7574
MPPED1	MPPED1	metallophosphoesterase domain containing 1	758
ZNF37A	ZNF37A	zinc finger protein 37A	7587
ZNF66	ZNF66	zinc finger protein 66	7617
ZNF69	ZNF69	zinc finger protein 69	7620
ZNF75A	ZNF75A	zinc finger protein 75a	7627
CA5A	CA5A	carbonic anhydrase 5A	763
ZNF222	ZNF222	zinc finger protein 222	7673
MKRN3	MKRN3	makorin ring finger protein 3	7681
ZNF136	ZNF136	zinc finger protein 136	7695
ZNF140	ZNF140	zinc finger protein 140	7699
ZNF154	ZNF154	zinc finger protein 154	7710
RNF112	RNF112	ring finger protein 112	7732
ZNF202	ZNF202	zinc finger protein 202	7753
CACNA1E	CACNA1E	calcium voltage-gated channel subunit alpha1 E	777
ZNF229	ZNF229	zinc finger protein 229	7772
SLC30A2	SLC30A2	solute carrier family 30 member 2	7780
ZP3	ZP3	zona pellucida glycoprotein 3	7784
MAP3K12	MAP3K12	mitogen-activated protein kinase kinase kinase 12	7786
CACNA1S	CACNA1S	calcium voltage-gated channel subunit alpha1 S	779
CSDE1	CSDE1	cold shock domain containing E1	7812
MOGS	MOGS	mannosyl-oligosaccharide glucosidase	7841
RNF103	RNF103	ring finger protein 103	7844
CRELD1	CRELD1	cysteine rich with EGF like domains 1	78987
PRR14	PRR14	proline rich 14	78994
C17orf53	C17orf53	chromosome 17 open reading frame 53	78995
RHPN1-AS1	RHPN1-AS1	RHPN1 antisense RNA 1 (head to head)	78998
LRFN4	LRFN4	leucine rich repeat and fibronectin type III domain containing 4	78999
MIS12	MIS12	MIS12, kinetochore complex component	79003
CAMKV	CAMKV	CaM kinase like vesicle associated	79012
PVRIG	PVRIG	poliovirus receptor related immunoglobulin domain containing	79037
ATG9A	ATG9A	autophagy related 9A	79065
KDELC1	KDELC1	KDEL motif containing 1	79070
SMIM7	SMIM7	small integral membrane protein 7	79086
FAM134A	FAM134A	family with sequence similarity 134 member A	79137
PHF23	PHF23	PHD finger protein 23	79142
PPDPF	PPDPF	pancreatic progenitor cell differentiation and proliferation factor	79144
CHCHD7	CHCHD7	coiled-coil-helix-coiled-coil-helix domain containing 7	79145
CRELD2	CRELD2	cysteine rich with EGF like domains 2	79174
CALB1	CALB1	calbindin 1	793
OR51B2	OR51B2	olfactory receptor family 51 subfamily B member 2 (gene/pseudogene)	79345
OR2A4	OR2A4	olfactory receptor family 2 subfamily A member 4	79541
ATP13A3	ATP13A3	ATPase 13A3	79572
TTC13	TTC13	tetratricopeptide repeat domain 13	79573
EPS8L3	EPS8L3	EPS8 like 3	79574
C10orf76	C10orf76	chromosome 10 open reading frame 76	79591
SAP130	SAP130	Sin3A associated protein 130	79595
ADIPOR2	ADIPOR2	adiponectin receptor 2	79602
RNASEH2B	RNASEH2B	ribonuclease H2 subunit B	79621
TNFAIP8L2	TNFAIP8L2	TNF alpha induced protein 8 like 2	79626
TMEM204	TMEM204	transmembrane protein 204	79652
HECTD3	HECTD3	HECT domain E3 ubiquitin protein ligase 3	79654
PPP1R3B	PPP1R3B	protein phosphatase 1 regulatory subunit 3B	79660
DHX40	DHX40	DEAH-box helicase 40	79665
VTCN1	VTCN1	V-set domain containing T-cell activation inhibitor 1	79679
MSANTD2	MSANTD2	Myb/SANT DNA binding domain containing 2	79684
YRDC	YRDC	yrdC N6-threonylcarbamoyltransferase domain containing	79693
MANEA	MANEA	mannosidase endo-alpha	79694
NPEPL1	NPEPL1	aminopeptidase-like 1	79716
AAGAB	AAGAB	alpha- and gamma-adaptin binding protein	79719
VPS37B	VPS37B	VPS37B, ESCRT-I subunit	79720
WDR59	WDR59	WD repeat domain 59	79726
ZNF385D	ZNF385D	zinc finger protein 385D	79750
HPS6	HPS6	HPS6, biogenesis of lysosomal organelles complex 2 subunit 3	79803
MMRN2	MMRN2	multimerin 2	79812
WDR78	WDR78	WD repeat domain 78	79819
CLMP	CLMP	CXADR like membrane protein	79827
QSER1	QSER1	glutamine and serine rich 1	79832
CCDC102B	CCDC102B	coiled-coil domain containing 102B	79839
ARHGEF5	ARHGEF5	Rho guanine nucleotide exchange factor 5	7984
MAP9	MAP9	microtubule associated protein 9	79884
ADM2	ADM2	adrenomedullin 2	79924
SPEF2	SPEF2	sperm flagellar 2	79925
UBXN8	UBXN8	UBX domain protein 8	7993
TNIP3	TNIP3	TNFAIP3 interacting protein 3	79931
SYNPO2L	SYNPO2L	synaptopodin 2 like	79933
CNTNAP3	CNTNAP3	contactin associated protein-like 3	79937
ZNF696	ZNF696	zinc finger protein 696	79943
ATAT1	ATAT1	alpha tubulin acetyltransferase 1	79969
SVEP1	SVEP1	sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1	79987
TRAPPC13	TRAPPC13	trafficking protein particle complex 13	80006
NRSN2	NRSN2	neurensin 2	80023
PGAP1	PGAP1	post-GPI attachment to proteins 1	80055
LRRTM4	LRRTM4	leucine rich repeat transmembrane neuronal 4	80059
ZFP2	ZFP2	ZFP2 zinc finger protein	80108
MAP3K19	MAP3K19	mitogen-activated protein kinase kinase kinase 19	80122
ABHD18	ABHD18	abhydrolase domain containing 18	80167
IFT74	IFT74	intraflagellar transport 74	80173
FHOD3	FHOD3	formin homology 2 domain containing 3	80206
ACSF2	ACSF2	acyl-CoA synthetase family member 2	80221
FAM214B	FAM214B	family with sequence similarity 214 member B	80256
ITPKC	ITPKC	inositol-trisphosphate 3-kinase C	80271
CXXC4	CXXC4	CXXC finger protein 4	80319
ABTB1	ABTB1	ankyrin repeat and BTB domain containing 1	80325
ULBP2	ULBP2	UL16 binding protein 2	80328
PABPC1L	PABPC1L	poly(A) binding protein cytoplasmic 1 like	80336
TRAF3IP3	TRAF3IP3	TRAF3 interacting protein 3	80342
AKNA	AKNA	AT-hook transcription factor	80709
VWA7	VWA7	von Willebrand factor A domain containing 7	80737
AARSD1	AARSD1	alanyl-tRNA synthetase domain containing 1	80755
TMEM177	TMEM177	transmembrane protein 177	80775
ZNF34	ZNF34	zinc finger protein 34	80778
INTS5	INTS5	integrator complex subunit 5	80789
ASXL3	ASXL3	additional sex combs like 3, transcriptional regulator	80816
SLC25A32	SLC25A32	solute carrier family 25 member 32	81034
OR8J2	OR8J2	olfactory receptor family 8 subfamily J member 2 (gene/pseudogene)	81169
OR5G3	OR5G3	olfactory receptor family 5 subfamily G member 3 (gene/pseudogene)	81193
OR4A16	OR4A16	olfactory receptor family 4 subfamily A member 16	81327
OR4A15	OR4A15	olfactory receptor family 4 subfamily A member 15	81328
OR10W1	OR10W1	olfactory receptor family 10 subfamily W member 1	81341
OR2C3	OR2C3	olfactory receptor family 2 subfamily C member 3	81472
SGPP1	SGPP1	sphingosine-1-phosphate phosphatase 1	81537
FAM49A	FAM49A	family with sequence similarity 49 member A	81553
VWA9	VWA9	integrator complex subunit 14	81556
MAP1LC3B	MAP1LC3B	microtubule associated protein 1 light chain 3 beta	81631
SLC14A2	SLC14A2	solute carrier family 14 member 2	8170
TLR10	TLR10	toll like receptor 10	81793
CAMK2G	CAMK2G	calcium/calmodulin dependent protein kinase II gamma	818
TMEM14B	TMEM14B	transmembrane protein 14B	81853
SLIRP	SLIRP	SRA stem-loop interacting RNA binding protein	81892
CLPP	CLPP	caseinolytic mitochondrial matrix peptidase proteolytic subunit	8192
USP9X	USP9X	ubiquitin specific peptidase 9, X-linked	8239
EPX	EPX	eosinophil peroxidase	8288
FZD1	FZD1	frizzled class receptor 1	8321
TCF7L1	TCF7L1	transcription factor 7 like 1	83439
TLN2	TLN2	talin 2	83660
SESN2	SESN2	sestrin 2	83667
YPEL3	YPEL3	yippee like 3	83719
FAM57B	FAM57B	family with sequence similarity 57 member B	83723
ARMC10	ARMC10	armadillo repeat containing 10	83787
CASP5	CASP5	caspase 5	838
KLF16	KLF16	Kruppel like factor 16	83855
TM2D2	TM2D2	TM2 domain containing 2	83877
TTLL2	TTLL2	tubulin tyrosine ligase like 2	83887
SPATA9	SPATA9	spermatogenesis associated 9	83890
KRTAP9-3	KRTAP9-3	keratin associated protein 9-3	83900
EIF2A	EIF2A	eukaryotic translation initiation factor 2A	83939
BRIP1	BRIP1	BRCA1 interacting protein C-terminal helicase 1	83990
MAGT1	MAGT1	magnesium transporter 1	84061
TEX35	TEX35	testis expressed 35	84066
ID2B	ID2B	inhibitor of DNA binding 2B, HLH protein (pseudogene)	84099
ZNF394	ZNF394	zinc finger protein 394	84124
SYT3	SYT3	synaptotagmin 3	84258
DDI2	DDI2	DNA damage inducible 1 homolog 2	84301
NUDT16L1	NUDT16L1	nudix hydrolase 16 like 1	84309
CCDC115	CCDC115	coiled-coil domain containing 115	84317
PCGF5	PCGF5	polycomb group ring finger 5	84333
CASQ1	CASQ1	calsequestrin 1	844
LZTS2	LZTS2	leucine zipper tumor suppressor 2	84445
PHYHIPL	PHYHIPL	phytanoyl-CoA 2-hydroxylase interacting protein like	84457
DUSP11	DUSP11	dual specificity phosphatase 11	8446
HOPX	HOPX	HOP homeobox	84525
CASR	CASR	calcium sensing receptor	846
NTNG2	NTNG2	netrin G2	84628
AFAP1L2	AFAP1L2	actin filament associated protein 1 like 2	84632
IL1F10	IL1F10	interleukin 1 family member 10 (theta)	84639
HES7	HES7	hes family bHLH transcription factor 7	84667
FAM126A	FAM126A	family with sequence similarity 126 member A	84668
HINT2	HINT2	histidine triad nucleotide binding protein 2	84681
UNC119B	UNC119B	unc-119 lipid binding chaperone B	84747
MFSD9	MFSD9	major facilitator superfamily domain containing 9	84804
ZDHHC12	ZDHHC12	zinc finger DHHC-type containing 12	84885
ATAD1	ATAD1	ATPase family, AAA domain containing 1	84896
TMEM87B	TMEM87B	transmembrane protein 87B	84910
ZNRF1	ZNRF1	zinc and ring finger 1	84937
HSH2D	HSH2D	hematopoietic SH2 domain containing	84941
LTV1	LTV1	LTV1 ribosome biogenesis factor	84946
TIGD5	TIGD5	tigger transposable element derived 5	84948
RERG	RERG	RAS like estrogen regulated growth inhibitor	85004
C11orf70	C11orf70	chromosome 11 open reading frame 70	85016
SMIM3	SMIM3	small integral membrane protein 3	85027
HIST1H2AH	HIST1H2AH	histone cluster 1 H2A family member h	85235
CST7	CST7	cystatin F	8530
BAGE2	BAGE2	B melanoma antigen family member 2	85319
ZCCHC3	ZCCHC3	zinc finger CCHC-type containing 3	85364
ZCRB1	ZCRB1	zinc finger CCHC-type and RNA binding motif containing 1	85437
ZNF518B	ZNF518B	zinc finger protein 518B	85460
FHDC1	FHDC1	FH2 domain containing 1	85462
KHSRP	KHSRP	KH-type splicing regulatory protein	8570
GTPBP10	GTPBP10	GTP binding protein 10	85865
UNC5C	UNC5C	unc-5 netrin receptor C	8633
EIF3I	EIF3I	eukaryotic translation initiation factor 3 subunit I	8668
CBL	CBL	Cbl proto-oncogene	867
S1PR4	S1PR4	sphingosine-1-phosphate receptor 4	8698
B3GALT4	B3GALT4	beta-1,3-galactosyltransferase 4	8705
GPAA1	GPAA1	glycosylphosphatidylinositol anchor attachment 1	8733
TNFSF14	TNFSF14	tumor necrosis factor superfamily member 14	8740
RIOK3	RIOK3	RIO kinase 3	8780
FPGT	FPGT	fucose-1-phosphate guanylyltransferase	8790
ACTN2	ACTN2	actinin alpha 2	88
WISP2	WISP2	WNT1 inducible signaling pathway protein 2	8839
NR1I2	NR1I2	nuclear receptor subfamily 1 group I member 2	8856
SYNJ2	SYNJ2	synaptojanin 2	8871
PRPF4B	PRPF4B	pre-mRNA processing factor 4B	8899
AP1G2	AP1G2	adaptor related protein complex 1 gamma 2 subunit	8906
TRIM4	TRIM4	tripartite motif containing 4	89122
FOXH1	FOXH1	forkhead box H1	8928
MBD4	MBD4	methyl-CpG binding domain 4, DNA glycosylase	8930
WASF1	WASF1	WAS protein family member 1	8936
CCND3	CCND3	cyclin D3	896
WNT3A	WNT3A	Wnt family member 3A	89780
SEC16B	SEC16B	SEC16 homolog B, endoplasmic reticulum export factor	89866
CCNF	CCNF	cyclin F	899
PGLYRP1	PGLYRP1	peptidoglycan recognition protein 1	8993
GLB1L2	GLB1L2	galactosidase beta 1 like 2	89944
KLC4	KLC4	kinesin light chain 4	89953
HAP1	HAP1	huntingtin associated protein 1	9001
UBE3D	UBE3D	ubiquitin protein ligase E3D	90025
TAF1B	TAF1B	TATA-box binding protein associated factor, RNA polymerase I subunit B	9014
CCNH	CCNH	cyclin H	902
RHBDL1	RHBDL1	rhomboid like 1	9028
MCFD2	MCFD2	multiple coagulation factor deficiency 2	90411
BTAF1	BTAF1	B-TFIID TATA-box binding protein associated factor 1	9044
ZNF622	ZNF622	zinc finger protein 622	90441
LRRC46	LRRC46	leucine rich repeat containing 46	90506
ZNF439	ZNF439	zinc finger protein 439	90594
FAM104B	FAM104B	family with sequence similarity 104 member B	90736
PRMT9	PRMT9	protein arginine methyltransferase 9	90826
TMEM261	TMEM261	transmembrane protein 261	90871
NEMF	NEMF	nuclear export mediator factor	9147
