userid	genesymbol	genename	entrezgene
RRM2	RRM2	ribonucleotide reductase regulatory subunit M2	6241
RSU1	RSU1	Ras suppressor protein 1	6251
VPS52	VPS52	VPS52, GARP complex subunit	6293
SBF1	SBF1	SET binding factor 1	6305
MSMO1	MSMO1	methylsterol monooxygenase 1	6307
SCD	SCD	stearoyl-CoA desaturase	6319
CCL22	CCL22	C-C motif chemokine ligand 22	6367
SDCBP	SDCBP	syndecan binding protein	6386
THADA	THADA	THADA, armadillo repeat containing	63892
NSUN3	NSUN3	NOP2/Sun RNA methyltransferase family member 3	63899
SEC14L1	SEC14L1	SEC14 like lipid binding 1	6397
BLK	BLK	BLK proto-oncogene, Src family tyrosine kinase	640
SEL1L	SEL1L	SEL1L ERAD E3 ligase adaptor subunit	6400
MYO1G	MYO1G	myosin IG	64005
TSPYL2	TSPYL2	TSPY like 2	64061
SAMSN1	SAMSN1	SAM domain, SH3 domain and nuclear localization signals 1	64092
IFIH1	IFIH1	interferon induced with helicase C domain 1	64135
SET	SET	SET nuclear proto-oncogene	6418
SFPQ	SFPQ	splicing factor proline and glutamine rich	6421
XPO4	XPO4	exportin 4	64328
ARHGAP9	ARHGAP9	Rho GTPase activating protein 9	64333
ZNF106	ZNF106	zinc finger protein 106	64397
AKTIP	AKTIP	AKT interacting protein	64400
TTC31	TTC31	tetratricopeptide repeat domain 31	64427
ANAPC1	ANAPC1	anaphase promoting complex subunit 1	64682
SHMT2	SHMT2	serine hydroxymethyltransferase 2	6472
ATPAF1	ATPAF1	ATP synthase mitochondrial F1 complex assembly factor 1	64756
ELOVL1	ELOVL1	ELOVL fatty acid elongase 1	64834
MARCH7	MARCH7	membrane associated ring-CH-type finger 7	64844
TUT1	TUT1	terminal uridylyl transferase 1, U6 snRNA-specific	64852
RASAL3	RASAL3	RAS protein activator like 3	64926
HNRNPCL3	HNRNPCL3	heterogeneous nuclear ribonucleoprotein C-like 3	649330
SIPA1	SIPA1	signal-induced proliferation-associated 1	6494
SKIV2L	SKIV2L	Ski2 like RNA helicase	6499
ACD	ACD	ACD, shelterin complex subunit and telomerase recruitment factor	65057
INTS3	INTS3	integrator complex subunit 3	65123
NADK	NADK	NAD kinase	65220
HIST2H3D	HIST2H3D	histone cluster 2 H3 family member d	653604
MZT2A	MZT2A	mitotic spindle organizing protein 2A	653784
LGALS9C	LGALS9C	galectin 9C	654346
SMARCA2	SMARCA2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2	6595
SMARCB1	SMARCB1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1	6598
DDRGK1	DDRGK1	DDRGK domain containing 1	65992
SMN1	SMN1	survival of motor neuron 1, telomeric	6606
SMN2	SMN2	survival of motor neuron 2, centromeric	6607
SMPD1	SMPD1	sphingomyelin phosphodiesterase 1	6609
SMS	SMS	spermine synthase	6611
SNAPC4	SNAPC4	small nuclear RNA activating complex polypeptide 4	6621
SNRPB2	SNRPB2	small nuclear ribonucleoprotein polypeptide B2	6629
SNX1	SNX1	sorting nexin 1	6642
SNX2	SNX2	sorting nexin 2	6643
SON	SON	SON DNA binding protein	6651
SORL1	SORL1	sortilin related receptor 1	6653
SOX9	SOX9	SRY-box 9	6662
SPTBN1	SPTBN1	spectrin beta, non-erythrocytic 1	6711
BRCA1	BRCA1	BRCA1, DNA repair associated	672
SREBF1	SREBF1	sterol regulatory element binding transcription factor 1	6720
SREBF2	SREBF2	sterol regulatory element binding transcription factor 2	6721
SRP9	SRP9	signal recognition particle 9	6726
SRP14	SRP14	signal recognition particle 14	6727
SRP72	SRP72	signal recognition particle 72	6731
SSR1	SSR1	signal sequence receptor subunit 1	6745
SSR2	SSR2	signal sequence receptor subunit 2	6746
SSRP1	SSRP1	structure specific recognition protein 1	6749
SS18	SS18	SS18, nBAF chromatin remodeling complex subunit	6760
STAT1	STAT1	signal transducer and activator of transcription 1	6772
STAT3	STAT3	signal transducer and activator of transcription 3	6774
STAT6	STAT6	signal transducer and activator of transcription 6	6778
ZFP36L2	ZFP36L2	ZFP36 ring finger protein like 2	678
STAU1	STAU1	staufen double-stranded RNA binding protein 1	6780
STXBP2	STXBP2	syntaxin binding protein 2	6813
SUPT4H1	SUPT4H1	SPT4 homolog, DSIF elongation factor subunit	6827
SUPT5H	SUPT5H	SPT5 homolog, DSIF elongation factor subunit	6829
SYK	SYK	spleen associated tyrosine kinase	6850
TAF1	TAF1	TATA-box binding protein associated factor 1	6872
TAF9	TAF9	TATA-box binding protein associated factor 9	6880
TAPBP	TAPBP	TAP binding protein	6892
TBCE	TBCE	tubulin folding cofactor E	6905
TCEA1	TCEA1	transcription elongation factor A1	6917
ELOB	ELOB	elongin B	6923
PPAN-P2RY11	PPAN-P2RY11	PPAN-P2RY11 readthrough	692312
TCF12	TCF12	transcription factor 12	6938
TCP1	TCP1	t-complex 1	6950
BUB1B	BUB1B	BUB1 mitotic checkpoint serine/threonine kinase B	701
TFCP2	TFCP2	transcription factor CP2	7024
TFDP1	TFDP1	transcription factor Dp-1	7027
TGFBR1	TGFBR1	transforming growth factor beta receptor 1	7046
TIMP1	TIMP1	TIMP metallopeptidase inhibitor 1	7076
C1QBP	C1QBP	complement C1q binding protein	708
TKT	TKT	transketolase	7086
TLN1	TLN1	talin 1	7094
SEC62	SEC62	SEC62 homolog, preprotein translocation factor	7095
TNFAIP1	TNFAIP1	TNF alpha induced protein 1	7126
TNNI1	TNNI1	troponin I1, slow skeletal type	7135
TOP2A	TOP2A	topoisomerase (DNA) II alpha	7153
TP53	TP53	tumor protein p53	7157
TP53BP1	TP53BP1	tumor protein p53 binding protein 1	7158
TPP2	TPP2	tripeptidyl peptidase 2	7174
TPR	TPR	translocated promoter region, nuclear basket protein	7175
CCT3	CCT3	chaperonin containing TCP1 subunit 3	7203
TSC2	TSC2	tuberous sclerosis 2	7249
TUBG1	TUBG1	tubulin gamma 1	7283
GTF2H2C	GTF2H2C	GTF2H2 family member C	728340
TYMS	TYMS	thymidylate synthetase	7298
GTF2H2C_2	GTF2H2C_2	GTF2H2 family member C, copy 2	730394
UBA1	UBA1	ubiquitin like modifier activating enzyme 1	7317
UBE2A	UBE2A	ubiquitin conjugating enzyme E2 A	7319
UBE2B	UBE2B	ubiquitin conjugating enzyme E2 B	7320
UBP1	UBP1	upstream binding protein 1 (LBP-1a)	7342
UNG	UNG	uracil DNA glycosylase	7374
VPS51	VPS51	VPS51, GARP complex subunit	738
UTRN	UTRN	utrophin	7402
VCP	VCP	valosin containing protein	7415
VIM	VIM	vimentin	7431
VRK1	VRK1	vaccinia related kinase 1	7443
WIPF1	WIPF1	WAS/WASL interacting protein family member 1	7456
EIF4H	EIF4H	eukaryotic translation initiation factor 4H	7458
LAT2	LAT2	linker for activation of T-cells family member 2	7462
NELFA	NELFA	negative elongation factor complex member A	7469
XPO1	XPO1	exportin 1	7514
XRCC1	XRCC1	X-ray repair cross complementing 1	7515
XRCC5	XRCC5	X-ray repair cross complementing 5	7520
YY1	YY1	YY1 transcription factor	7528
ZNF131	ZNF131	zinc finger protein 131	7690
TRIM26	TRIM26	tripartite motif containing 26	7726
ZNF202	ZNF202	zinc finger protein 202	7753
LAPTM5	LAPTM5	lysosomal protein transmembrane 5	7805
CSDE1	CSDE1	cold shock domain containing E1	7812
BTG2	BTG2	BTG anti-proliferation factor 2	7832
MOGS	MOGS	mannosyl-oligosaccharide glucosidase	7841
USP7	USP7	ubiquitin specific peptidase 7	7874
RAB7A	RAB7A	RAB7A, member RAS oncogene family	7879
PRR14	PRR14	proline rich 14	78994
CAD	CAD	carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase	790
VKORC1	VKORC1	vitamin K epoxide reductase complex subunit 1	79001
CUEDC2	CUEDC2	CUE domain containing 2	79004
SCNM1	SCNM1	sodium channel modifier 1	79005
SLX1B	SLX1B	SLX1 homolog B, structure-specific endonuclease subunit	79008
DDX50	DDX50	DExD-box helicase 50	79009
ERI3	ERI3	ERI1 exoribonuclease family member 3	79033
ALG8	ALG8	ALG8, alpha-1,3-glucosyltransferase	79053
DCTPP1	DCTPP1	dCTP pyrophosphatase 1	79077
DERL1	DERL1	derlin 1	79139
PHF23	PHF23	PHD finger protein 23	79142
RBM42	RBM42	RNA binding motif protein 42	79171
NKAP	NKAP	NFKB activating protein	79576
CORO7	CORO7	coronin 7	79585
SAP130	SAP130	Sin3A associated protein 130	79595
CEP97	CEP97	centrosomal protein 97	79598
TCTN1	TCTN1	tectonic family member 1	79600
TANGO6	TANGO6	transport and golgi organization 6 homolog	79613
RPAP3	RPAP3	RNA polymerase II associated protein 3	79657
ARHGAP10	ARHGAP10	Rho GTPase activating protein 10	79658
NPEPL1	NPEPL1	aminopeptidase-like 1	79716
ISOC2	ISOC2	isochorismatase domain containing 2	79763
ALG9	ALG9	ALG9, alpha-1,2-mannosyltransferase	79796
TTC21B	TTC21B	tetratricopeptide repeat domain 21B	79809
ARHGEF5	ARHGEF5	Rho guanine nucleotide exchange factor 5	7984
UBA5	UBA5	ubiquitin like modifier activating enzyme 5	79876
ZC3H14	ZC3H14	zinc finger CCCH-type containing 14	79882
LPCAT1	LPCAT1	lysophosphatidylcholine acyltransferase 1	79888
MCMBP	MCMBP	minichromosome maintenance complex binding protein	79892
NUP85	NUP85	nucleoporin 85	79902
TUSC3	TUSC3	tumor suppressor candidate 3	7991
MRM1	MRM1	mitochondrial rRNA methyltransferase 1	79922
CEP76	CEP76	centrosomal protein 76	79959
WDR76	WDR76	WD repeat domain 76	79968
STN1	STN1	STN1, CST complex subunit	79991
VCPIP1	VCPIP1	valosin containing protein interacting protein 1	80124
RPF1	RPF1	ribosome production factor 1 homolog	80135
NUP214	NUP214	nucleoporin 214	8021
ARMC9	ARMC9	armadillo repeat containing 9	80210
TARS2	TARS2	threonyl-tRNA synthetase 2, mitochondrial (putative)	80222
FAAP100	FAAP100	Fanconi anemia core complex associated protein 100	80233
CDK5RAP3	CDK5RAP3	CDK5 regulatory subunit associated protein 3	80279
FLAD1	FLAD1	flavin adenine dinucleotide synthetase 1	80308
PUS1	PUS1	pseudouridylate synthase 1	80324
DCAF11	DCAF11	DDB1 and CUL4 associated factor 11	80344
SHOC2	SHOC2	SHOC2, leucine rich repeat scaffold protein	8036
MLF2	MLF2	myeloid leukemia factor 2	8079
AAAS	AAAS	aladin WD repeat nucleoporin	8086
POLR2M	POLR2M	RNA polymerase II subunit M	81488
TMX1	TMX1	thioredoxin related transmembrane protein 1	81542
FAM117A	FAM117A	family with sequence similarity 117 member A	81558
CDT1	CDT1	chromatin licensing and DNA replication factor 1	81620
VMP1	VMP1	vacuole membrane protein 1	81671
DOCK8	DOCK8	dedicator of cytokinesis 8	81704
TLR10	TLR10	toll like receptor 10	81793
TRIM56	TRIM56	tripartite motif containing 56	81844
SYMPK	SYMPK	symplekin	8189
SEH1L	SEH1L	SEH1 like nucleoporin	81929
NCOA3	NCOA3	nuclear receptor coactivator 3	8202
LZTR1	LZTR1	leucine zipper like transcription regulator 1	8216
USP11	USP11	ubiquitin specific peptidase 11	8237
USP9X	USP9X	ubiquitin specific peptidase 9, X-linked	8239
KDM5C	KDM5C	lysine demethylase 5C	8242
NAA10	NAA10	N(alpha)-acetyltransferase 10, NatA catalytic subunit	8260
HIST1H4I	HIST1H4I	histone cluster 1 H4 family member i	8294
TRRAP	TRRAP	transformation/transcription domain associated protein	8295
BAP1	BAP1	BRCA1 associated protein 1	8314
PUS7L	PUS7L	pseudouridylate synthase 7 like	83448
CASP2	CASP2	caspase 2	835
HIST1H4D	HIST1H4D	histone cluster 1 H4 family member d	8360
HIST1H4F	HIST1H4F	histone cluster 1 H4 family member f	8361
HIST1H4K	HIST1H4K	histone cluster 1 H4 family member k	8362
HIST1H4J	HIST1H4J	histone cluster 1 H4 family member j	8363
HIST1H4C	HIST1H4C	histone cluster 1 H4 family member c	8364
HIST1H4B	HIST1H4B	histone cluster 1 H4 family member b	8366
HIST1H4L	HIST1H4L	histone cluster 1 H4 family member l	8368
FERMT3	FERMT3	fermitin family member 3	83706
GRWD1	GRWD1	glutamate rich WD repeat containing 1	83743
LONP2	LONP2	lon peptidase 2, peroxisomal	83752
ANGPTL6	ANGPTL6	angiopoietin like 6	83854
TAF3	TAF3	TATA-box binding protein associated factor 3	83860
KCTD10	KCTD10	potassium channel tetramerization domain containing 10	83892
EIF2A	EIF2A	eukaryotic translation initiation factor 2A	83939
TAGLN2	TAGLN2	transgelin 2	8407
ANKRD27	ANKRD27	ankyrin repeat domain 27	84079
UXT	UXT	ubiquitously expressed prefoldin like chaperone	8409
ATRIP	ATRIP	ATR interacting protein	84126
RNASEH2C	RNASEH2C	ribonuclease H2 subunit C	84153
SLA2	SLA2	Src like adaptor 2	84174
USP48	USP48	ubiquitin specific peptidase 48	84196
FYTTD1	FYTTD1	forty-two-three domain containing 1	84248
FLYWCH1	FLYWCH1	FLYWCH-type zinc finger 1	84256
UTP23	UTP23	UTP23, small subunit processome component	84294
CHCHD6	CHCHD6	coiled-coil-helix-coiled-coil-helix domain containing 6	84303
NAA38	NAA38	N(alpha)-acetyltransferase 38, NatC auxiliary subunit	84316
SARNP	SARNP	SAP domain containing ribonucleoprotein	84324
COG8	COG8	component of oligomeric golgi complex 8	84342
GNPAT	GNPAT	glyceronephosphate O-acyltransferase	8443
DOT1L	DOT1L	DOT1 like histone lysine methyltransferase	84444
CUL4B	CUL4B	cullin 4B	8450
TTF2	TTF2	transcription termination factor 2	8458
ZGPAT	ZGPAT	zinc finger CCCH-type and G-patch domain containing	84619
KDM2B	KDM2B	lysine demethylase 2B	84678
PIGO	PIGO	phosphatidylinositol glycan anchor biosynthesis class O	84720
PRRC2B	PRRC2B	proline rich coiled-coil 2B	84726
OGT	OGT	O-linked N-acetylglucosamine (GlcNAc) transferase	8473
GPAT3	GPAT3	glycerol-3-phosphate acyltransferase 3	84803
LMNB2	LMNB2	lamin B2	84823
ABHD14B	ABHD14B	abhydrolase domain containing 14B	84836
LRCH3	LRCH3	leucine rich repeats and calponin homology domain containing 3	84859
PARP10	PARP10	poly(ADP-ribose) polymerase family member 10	84875
UTP4	UTP4	UTP4, small subunit processome component	84916
TMEM209	TMEM209	transmembrane protein 209	84928
HSH2D	HSH2D	hematopoietic SH2 domain containing	84941
ALKBH6	ALKBH6	alkB homolog 6	84964
ARHGAP19	ARHGAP19	Rho GTPase activating protein 19	84986
RBM17	RBM17	RNA binding motif protein 17	84991
UBL7	UBL7	ubiquitin like 7	84993
PEX3	PEX3	peroxisomal biogenesis factor 3	8504
CNTNAP1	CNTNAP1	contactin associated protein 1	8506
STRIP1	STRIP1	striatin interacting protein 1	85369
API5	API5	apoptosis inhibitor 5	8539
APOL1	APOL1	apolipoprotein L1	8542
CEP295	CEP295	centrosomal protein 295	85459
DEGS1	DEGS1	delta 4-desaturase, sphingolipid 1	8560
PDXK	PDXK	pyridoxal kinase	8566
MADD	MADD	MAP kinase activating death domain	8567
RUVBL1	RUVBL1	RuvB like AAA ATPase 1	8607
RNASET2	RNASET2	ribonuclease T2	8635
EIF3A	EIF3A	eukaryotic translation initiation factor 3 subunit A	8661
EIF3C	EIF3C	eukaryotic translation initiation factor 3 subunit C	8663
EIF3D	EIF3D	eukaryotic translation initiation factor 3 subunit D	8664
EIF3F	EIF3F	eukaryotic translation initiation factor 3 subunit F	8665
EIF3G	EIF3G	eukaryotic translation initiation factor 3 subunit G	8666
EIF3H	EIF3H	eukaryotic translation initiation factor 3 subunit H	8667
EIF4G3	EIF4G3	eukaryotic translation initiation factor 4 gamma 3	8672
CBLB	CBLB	Cbl proto-oncogene B	868
CDC23	CDC23	cell division cycle 23	8697
S1PR4	S1PR4	sphingosine-1-phosphate receptor 4	8698
PNPT1	PNPT1	polyribonucleotide nucleotidyltransferase 1	87178
EED	EED	embryonic ectoderm development	8726
RNMT	RNMT	RNA guanine-7 methyltransferase	8731
DPM1	DPM1	dolichyl-phosphate mannosyltransferase subunit 1, catalytic	8813
IQGAP1	IQGAP1	IQ motif containing GTPase activating protein 1	8826
HDAC3	HDAC3	histone deacetylase 3	8841
CDC123	CDC123	cell division cycle 123	8872
SQSTM1	SQSTM1	sequestosome 1	8878
ZPR1	ZPR1	ZPR1 zinc finger	8882
DDX18	DDX18	DEAD-box helicase 18	8886
KRIT1	KRIT1	KRIT1, ankyrin repeat containing	889
EIF2B4	EIF2B4	eukaryotic translation initiation factor 2B subunit delta	8890
AP1M1	AP1M1	adaptor related protein complex 1 mu 1 subunit	8907
TRIM4	TRIM4	tripartite motif containing 4	89122
TIMELESS	TIMELESS	timeless circadian clock	8914
HERC3	HERC3	HECT and RLD domain containing E3 ubiquitin protein ligase 3	8916
HERC1	HERC1	HECT and RLD domain containing E3 ubiquitin protein ligase family member 1	8925
CCND2	CCND2	cyclin D2	894
AP3D1	AP3D1	adaptor related protein complex 3 delta 1 subunit	8943
WDR34	WDR34	WD repeat domain 34	89891
SAPCD2	SAPCD2	suppressor APC domain containing 2	89958
MIDN	MIDN	midnolin	90007
MPZL1	MPZL1	myelin protein zero like 1	9019
ZSWIM1	ZSWIM1	zinc finger SWIM-type containing 1	90204
BAZ1B	BAZ1B	bromodomain adjacent to zinc finger domain 1B	9031
CTU1	CTU1	cytosolic thiouridylase subunit 1	90353
SAMD1	SAMD1	sterile alpha motif domain containing 1	90378
DCAF15	DCAF15	DDB1 and CUL4 associated factor 15	90379
BTAF1	BTAF1	B-TFIID TATA-box binding protein associated factor 1	9044
LRSAM1	LRSAM1	leucine rich repeat and sterile alpha motif containing 1	90678
ASH2L	ASH2L	ASH2 like histone lysine methyltransferase complex subunit	9070
CCT6A	CCT6A	chaperonin containing TCP1 subunit 6A	908
PKMYT1	PKMYT1	protein kinase, membrane associated tyrosine/threonine 1	9088
PIGQ	PIGQ	phosphatidylinositol glycan anchor biosynthesis class Q	9091
SART1	SART1	squamous cell carcinoma antigen recognized by T-cells 1	9092
DHX57	DHX57	DExH-box helicase 57	90957
USP10	USP10	ubiquitin specific peptidase 10	9100
DPP9	DPP9	dipeptidyl peptidase 9	91039
MTMR6	MTMR6	myotubularin related protein 6	9107
ATP6V0D1	ATP6V0D1	ATPase H+ transporting V0 subunit d1	9114
SMC3	SMC3	structural maintenance of chromosomes 3	9126
PDCD5	PDCD5	programmed cell death 5	9141
C12orf65	C12orf65	chromosome 12 open reading frame 65	91574
SCAF11	SCAF11	SR-related CTD associated factor 11	9169
YTHDC1	YTHDC1	YTH domain containing 1	91746
OSMR	OSMR	oncostatin M receptor	9180
ARHGEF2	ARHGEF2	Rho/Rac guanine nucleotide exchange factor 2	9181
BUB3	BUB3	BUB3, mitotic checkpoint protein	9184
DDX21	DDX21	DExD-box helicase 21	9188
ZMYM4	ZMYM4	zinc finger MYM-type containing 4	9202
INTS4	INTS4	integrator complex subunit 4	92105
AURKB	AURKB	aurora kinase B	9212
FCMR	FCMR	Fc fragment of IgM receptor	9214
MTA2	MTA2	metastasis associated 1 family member 2	9219
STRADA	STRADA	STE20-related kinase adaptor alpha	92335
MOB1B	MOB1B	MOB kinase activator 1B	92597
SHKBP1	SHKBP1	SH3KBP1 binding protein 1	92799
MED14	MED14	mediator complex subunit 14	9282
MS4A1	MS4A1	membrane spanning 4-domains A1	931
TRIP12	TRIP12	thyroid hormone receptor interactor 12	9320
GTF3C5	GTF3C5	general transcription factor IIIC subunit 5	9328
TGM5	TGM5	transglutaminase 5	9333
TAOK2	TAOK2	TAO kinase 2	9344
MRFAP1	MRFAP1	Morf4 family associated protein 1	93621
PLAA	PLAA	phospholipase A2 activating protein	9373
TM9SF2	TM9SF2	transmembrane 9 superfamily member 2	9375
GRHPR	GRHPR	glyoxylate and hydroxypyruvate reductase	9380
PIGS	PIGS	phosphatidylinositol glycan anchor biosynthesis class S	94005
SELENOF	SELENOF	selenoprotein F	9403
LPXN	LPXN	leupaxin	9404
ORMDL1	ORMDL1	ORMDL sphingolipid biosynthesis regulator 1	94101
ORMDL3	ORMDL3	ORMDL sphingolipid biosynthesis regulator 3	94103
FADS2	FADS2	fatty acid desaturase 2	9415
QKI	QKI	QKI, KH domain containing RNA binding	9444
RASAL2	RASAL2	RAS protein activator like 2	9462
EEF1E1	EEF1E1	eukaryotic translation elongation factor 1 epsilon 1	9521
POLR1C	POLR1C	RNA polymerase I subunit C	9533
APBA3	APBA3	amyloid beta precursor protein binding family A member 3	9546
ENTPD6	ENTPD6	ectonucleoside triphosphate diphosphohydrolase 6 (putative)	955
SPAG7	SPAG7	sperm associated antigen 7	9552
MINPP1	MINPP1	multiple inositol-polyphosphate phosphatase 1	9562
APOBEC3B	APOBEC3B	apolipoprotein B mRNA editing enzyme catalytic subunit 3B	9582
IER2	IER2	immediate early response 2	9592
CYTIP	CYTIP	cytohesin 1 interacting protein	9595
PDIA4	PDIA4	protein disulfide isomerase family A member 4	9601
NCOR1	NCOR1	nuclear receptor corepressor 1	9611
CD53	CD53	CD53 molecule	963
GCC2	GCC2	GRIP and coiled-coil domain containing 2	9648
IQCB1	IQCB1	IQ motif containing B1	9657
VGLL4	VGLL4	vestigial like family member 4	9686
NUP93	NUP93	nucleoporin 93	9688
UBE3C	UBE3C	ubiquitin protein ligase E3C	9690
EDEM1	EDEM1	ER degradation enhancing alpha-mannosidase like protein 1	9695
TRAM2	TRAM2	translocation associated membrane protein 2	9697
PUM1	PUM1	pumilio RNA binding family member 1	9698
CD70	CD70	CD70 molecule	970
HERPUD1	HERPUD1	homocysteine inducible ER protein with ubiquitin like domain 1	9709
AQR	AQR	aquarius intron-binding spliceosomal factor	9716
DCAF1	DCAF1	DDB1 and CUL4 associated factor 1	9730
KNTC1	KNTC1	kinetochore associated 1	9735
USP34	USP34	ubiquitin specific peptidase 34	9736
CD79B	CD79B	CD79b molecule	974
ACAP1	ACAP1	ArfGAP with coiled-coil, ankyrin repeat and PH domains 1	9744
TCAF1	TCAF1	TRPM8 channel associated factor 1	9747
HDAC4	HDAC4	histone deacetylase 4	9759
SNX17	SNX17	sorting nexin 17	9784
DHX38	DHX38	DEAH-box helicase 38	9785
CKAP5	CKAP5	cytoskeleton associated protein 5	9793
IST1	IST1	IST1, ESCRT-III associated factor	9798
GIT2	GIT2	GIT ArfGAP 2	9815
KEAP1	KEAP1	kelch like ECH associated protein 1	9817
CUL7	CUL7	cullin 7	9820
CDK1	CDK1	cyclin dependent kinase 1	983
LCMT2	LCMT2	leucine carboxyl methyltransferase 2	9836
GINS1	GINS1	GINS complex subunit 1	9837
ZNF518A	ZNF518A	zinc finger protein 518A	9849
FARP2	FARP2	FERM, ARH/RhoGEF and pleckstrin domain protein 2	9855
MED24	MED24	mediator complex subunit 24	9862
LRBA	LRBA	LPS responsive beige-like anchor protein	987
URB1	URB1	URB1 ribosome biogenesis 1 homolog (S. cerevisiae)	9875
SMG7	SMG7	SMG7, nonsense mediated mRNA decay factor	9887
WASHC5	WASHC5	WASH complex subunit 5	9897
RABGAP1L	RABGAP1L	RAB GTPase activating protein 1 like	9910
NCAPD2	NCAPD2	non-SMC condensin I complex subunit D2	9918
SEC16A	SEC16A	SEC16 homolog A, endoplasmic reticulum export factor	9919
WDR1	WDR1	WD repeat domain 1	9948
MED12	MED12	mediator complex subunit 12	9968
REC8	REC8	REC8 meiotic recombination protein	9985
DMTF1	DMTF1	cyclin D binding myb like transcription factor 1	9988
