userid	genesymbol	genename	entrezgene
SRP72	SRP72	signal recognition particle 72	6731
SSRP1	SSRP1	structure specific recognition protein 1	6749
SS18	SS18	SS18, nBAF chromatin remodeling complex subunit	6760
ZFP36L1	ZFP36L1	ZFP36 ring finger protein like 1	677
STAT1	STAT1	signal transducer and activator of transcription 1	6772
STAT3	STAT3	signal transducer and activator of transcription 3	6774
STAT6	STAT6	signal transducer and activator of transcription 6	6778
ZFP36L2	ZFP36L2	ZFP36 ring finger protein like 2	678
STAU1	STAU1	staufen double-stranded RNA binding protein 1	6780
STXBP2	STXBP2	syntaxin binding protein 2	6813
SUPT4H1	SUPT4H1	SPT4 homolog, DSIF elongation factor subunit	6827
SUPT5H	SUPT5H	SPT5 homolog, DSIF elongation factor subunit	6829
SUPT6H	SUPT6H	SPT6 homolog, histone chaperone	6830
TAP2	TAP2	transporter 2, ATP binding cassette subfamily B member	6891
TARBP1	TARBP1	TAR (HIV-1) RNA binding protein 1	6894
TARS	TARS	threonyl-tRNA synthetase	6897
TCEA1	TCEA1	transcription elongation factor A1	6917
ELOB	ELOB	elongin B	6923
TCF12	TCF12	transcription factor 12	6938
BUB1B	BUB1B	BUB1 mitotic checkpoint serine/threonine kinase B	701
TEP1	TEP1	telomerase associated protein 1	7011
TERF2	TERF2	telomeric repeat binding factor 2	7014
TFE3	TFE3	transcription factor binding to IGHM enhancer 3	7030
TFRC	TFRC	transferrin receptor	7037
C1QBP	C1QBP	complement C1q binding protein	708
TKT	TKT	transketolase	7086
TLN1	TLN1	talin 1	7094
SEC62	SEC62	SEC62 homolog, preprotein translocation factor	7095
TNFAIP1	TNFAIP1	TNF alpha induced protein 1	7126
TOP2A	TOP2A	topoisomerase (DNA) II alpha	7153
TP53	TP53	tumor protein p53	7157
TP53BP1	TP53BP1	tumor protein p53 binding protein 1	7158
TPP2	TPP2	tripeptidyl peptidase 2	7174
C4B	C4B	complement C4B (Chido blood group)	721
TSC2	TSC2	tuberous sclerosis 2	7249
TTC4	TTC4	tetratricopeptide repeat domain 4	7268
TUBG1	TUBG1	tubulin gamma 1	7283
EIF3CL	EIF3CL	eukaryotic translation initiation factor 3 subunit C-like	728689
TYMS	TYMS	thymidylate synthetase	7298
UBA1	UBA1	ubiquitin like modifier activating enzyme 1	7317
UBE2A	UBE2A	ubiquitin conjugating enzyme E2 A	7319
UBE2B	UBE2B	ubiquitin conjugating enzyme E2 B	7320
UBTF	UBTF	upstream binding transcription factor, RNA polymerase I	7343
UCK2	UCK2	uridine-cytidine kinase 2	7371
UNG	UNG	uracil DNA glycosylase	7374
VPS51	VPS51	VPS51, GARP complex subunit	738
USP1	USP1	ubiquitin specific peptidase 1	7398
UTRN	UTRN	utrophin	7402
VARS	VARS	valyl-tRNA synthetase	7407
VAV1	VAV1	vav guanine nucleotide exchange factor 1	7409
VCP	VCP	valosin containing protein	7415
VIM	VIM	vimentin	7431
WIPF1	WIPF1	WAS/WASL interacting protein family member 1	7456
EIF4H	EIF4H	eukaryotic translation initiation factor 4H	7458
TMEM258	TMEM258	transmembrane protein 258	746
LAT2	LAT2	linker for activation of T-cells family member 2	7462
XPO1	XPO1	exportin 1	7514
XRCC1	XRCC1	X-ray repair cross complementing 1	7515
XRCC5	XRCC5	X-ray repair cross complementing 5	7520
ZNF131	ZNF131	zinc finger protein 131	7690
ZNF143	ZNF143	zinc finger protein 143	7702
ZBTB17	ZBTB17	zinc finger and BTB domain containing 17	7709
TRIM26	TRIM26	tripartite motif containing 26	7726
ZNF202	ZNF202	zinc finger protein 202	7753
ZFAND5	ZFAND5	zinc finger AN1-type containing 5	7763
LAPTM5	LAPTM5	lysosomal protein transmembrane 5	7805
CSDE1	CSDE1	cold shock domain containing E1	7812
BTG2	BTG2	BTG anti-proliferation factor 2	7832
MOGS	MOGS	mannosyl-oligosaccharide glucosidase	7841
USP7	USP7	ubiquitin specific peptidase 7	7874
CAD	CAD	carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase	790
VKORC1	VKORC1	vitamin K epoxide reductase complex subunit 1	79001
SCNM1	SCNM1	sodium channel modifier 1	79005
SLX1B	SLX1B	SLX1 homolog B, structure-specific endonuclease subunit	79008
CENPM	CENPM	centromere protein M	79019
NUP37	NUP37	nucleoporin 37	79023
ZNF655	ZNF655	zinc finger protein 655	79027
ERI3	ERI3	ERI1 exoribonuclease family member 3	79033
ALG8	ALG8	ALG8, alpha-1,3-glucosyltransferase	79053
DCTPP1	DCTPP1	dCTP pyrophosphatase 1	79077
DERL1	DERL1	derlin 1	79139
PHF23	PHF23	PHD finger protein 23	79142
RBM42	RBM42	RNA binding motif protein 42	79171
CORO7	CORO7	coronin 7	79585
CHPF	CHPF	chondroitin polymerizing factor	79586
CEP97	CEP97	centrosomal protein 97	79598
TANGO6	TANGO6	transport and golgi organization 6 homolog	79613
AKIRIN1	AKIRIN1	akirin 1	79647
AIMP2	AIMP2	aminoacyl tRNA synthetase complex interacting multifunctional protein 2	7965
RPAP3	RPAP3	RNA polymerase II associated protein 3	79657
TBC1D17	TBC1D17	TBC1 domain family member 17	79735
ISOC2	ISOC2	isochorismatase domain containing 2	79763
MCTP1	MCTP1	multiple C2 and transmembrane domain containing 1	79772
ARMC5	ARMC5	armadillo repeat containing 5	79798
HPS6	HPS6	HPS6, biogenesis of lysosomal organelles complex 2 subunit 3	79803
TTC21B	TTC21B	tetratricopeptide repeat domain 21B	79809
ARHGEF5	ARHGEF5	Rho guanine nucleotide exchange factor 5	7984
RPAP2	RPAP2	RNA polymerase II associated protein 2	79871
ZC3H14	ZC3H14	zinc finger CCCH-type containing 14	79882
LPCAT1	LPCAT1	lysophosphatidylcholine acyltransferase 1	79888
MCMBP	MCMBP	minichromosome maintenance complex binding protein	79892
NUP85	NUP85	nucleoporin 85	79902
TUSC3	TUSC3	tumor suppressor candidate 3	7991
CEP76	CEP76	centrosomal protein 76	79959
WDR76	WDR76	WD repeat domain 76	79968
STN1	STN1	STN1, CST complex subunit	79991
RPF1	RPF1	ribosome production factor 1 homolog	80135
THOC7	THOC7	THO complex 7	80145
NAA15	NAA15	N(alpha)-acetyltransferase 15, NatA auxiliary subunit	80155
RAB11FIP1	RAB11FIP1	RAB11 family interacting protein 1	80223
CDK5RAP3	CDK5RAP3	CDK5 regulatory subunit associated protein 3	80279
DCAF11	DCAF11	DDB1 and CUL4 associated factor 11	80344
SHOC2	SHOC2	SHOC2, leucine rich repeat scaffold protein	8036
MLF2	MLF2	myeloid leukemia factor 2	8079
AAAS	AAAS	aladin WD repeat nucleoporin	8086
NPL	NPL	N-acetylneuraminate pyruvate lyase	80896
POLR2M	POLR2M	RNA polymerase II subunit M	81488
TXNDC5	TXNDC5	thioredoxin domain containing 5	81567
CDT1	CDT1	chromatin licensing and DNA replication factor 1	81620
DIAPH3	DIAPH3	diaphanous related formin 3	81624
DOCK8	DOCK8	dedicator of cytokinesis 8	81704
TRIM56	TRIM56	tripartite motif containing 56	81844
SYMPK	SYMPK	symplekin	8189
SEH1L	SEH1L	SEH1 like nucleoporin	81929
NCOA3	NCOA3	nuclear receptor coactivator 3	8202
LZTR1	LZTR1	leucine zipper like transcription regulator 1	8216
USP11	USP11	ubiquitin specific peptidase 11	8237
USP9X	USP9X	ubiquitin specific peptidase 9, X-linked	8239
KDM5C	KDM5C	lysine demethylase 5C	8242
KDM5D	KDM5D	lysine demethylase 5D	8284
TRRAP	TRRAP	transformation/transcription domain associated protein	8295
BAP1	BAP1	BRCA1 associated protein 1	8314
HIST1H2BG	HIST1H2BG	histone cluster 1 H2B family member g	8339
HIST1H2BF	HIST1H2BF	histone cluster 1 H2B family member f	8343
HIST1H2BE	HIST1H2BE	histone cluster 1 H2B family member e	8344
HIST1H2BI	HIST1H2BI	histone cluster 1 H2B family member i	8346
HIST1H2BC	HIST1H2BC	histone cluster 1 H2B family member c	8347
DOHH	DOHH	deoxyhypusine hydroxylase	83475
C11orf68	C11orf68	chromosome 11 open reading frame 68	83638
TRAPPC9	TRAPPC9	trafficking protein particle complex 9	83696
FERMT3	FERMT3	fermitin family member 3	83706
RIOK1	RIOK1	RIO kinase 1	83732
GRWD1	GRWD1	glutamate rich WD repeat containing 1	83743
LONP2	LONP2	lon peptidase 2, peroxisomal	83752
FRMD8	FRMD8	FERM domain containing 8	83786
TAF3	TAF3	TATA-box binding protein associated factor 3	83860
KCTD10	KCTD10	potassium channel tetramerization domain containing 10	83892
EIF2A	EIF2A	eukaryotic translation initiation factor 2A	83939
TAGLN2	TAGLN2	transgelin 2	8407
ANKRD27	ANKRD27	ankyrin repeat domain 27	84079
UXT	UXT	ubiquitously expressed prefoldin like chaperone	8409
ATRIP	ATRIP	ATR interacting protein	84126
RNASEH2C	RNASEH2C	ribonuclease H2 subunit C	84153
SLA2	SLA2	Src like adaptor 2	84174
USP48	USP48	ubiquitin specific peptidase 48	84196
FYTTD1	FYTTD1	forty-two-three domain containing 1	84248
FLYWCH1	FLYWCH1	FLYWCH-type zinc finger 1	84256
POLDIP3	POLDIP3	DNA polymerase delta interacting protein 3	84271
UTP23	UTP23	UTP23, small subunit processome component	84294
CHCHD6	CHCHD6	coiled-coil-helix-coiled-coil-helix domain containing 6	84303
NAA38	NAA38	N(alpha)-acetyltransferase 38, NatC auxiliary subunit	84316
COG8	COG8	component of oligomeric golgi complex 8	84342
CUL4B	CUL4B	cullin 4B	8450
TTF2	TTF2	transcription termination factor 2	8458
TNRC18	TNRC18	trinucleotide repeat containing 18	84629
KDM2B	KDM2B	lysine demethylase 2B	84678
PIGO	PIGO	phosphatidylinositol glycan anchor biosynthesis class O	84720
PRRC2B	PRRC2B	proline rich coiled-coil 2B	84726
OGT	OGT	O-linked N-acetylglucosamine (GlcNAc) transferase	8473
ABHD14B	ABHD14B	abhydrolase domain containing 14B	84836
LRCH3	LRCH3	leucine rich repeats and calponin homology domain containing 3	84859
KLHL22	KLHL22	kelch like family member 22	84861
PARP10	PARP10	poly(ADP-ribose) polymerase family member 10	84875
AIFM2	AIFM2	apoptosis inducing factor, mitochondria associated 2	84883
UTP4	UTP4	UTP4, small subunit processome component	84916
TMEM209	TMEM209	transmembrane protein 209	84928
HSH2D	HSH2D	hematopoietic SH2 domain containing	84941
TOX2	TOX2	TOX high mobility group box family member 2	84969
UBL7	UBL7	ubiquitin like 7	84993
PEX3	PEX3	peroxisomal biogenesis factor 3	8504
CNTNAP1	CNTNAP1	contactin associated protein 1	8506
STRIP1	STRIP1	striatin interacting protein 1	85369
APOL1	APOL1	apolipoprotein L1	8542
DOCK7	DOCK7	dedicator of cytokinesis 7	85440
HELZ2	HELZ2	helicase with zinc finger 2	85441
CEP295	CEP295	centrosomal protein 295	85459
DEGS1	DEGS1	delta 4-desaturase, sphingolipid 1	8560
RUVBL1	RUVBL1	RuvB like AAA ATPase 1	8607
RNASET2	RNASET2	ribonuclease T2	8635
EIF3A	EIF3A	eukaryotic translation initiation factor 3 subunit A	8661
EIF3D	EIF3D	eukaryotic translation initiation factor 3 subunit D	8664
EIF3F	EIF3F	eukaryotic translation initiation factor 3 subunit F	8665
EIF3G	EIF3G	eukaryotic translation initiation factor 3 subunit G	8666
EIF3H	EIF3H	eukaryotic translation initiation factor 3 subunit H	8667
EIF4G3	EIF4G3	eukaryotic translation initiation factor 4 gamma 3	8672
CDC23	CDC23	cell division cycle 23	8697
S1PR4	S1PR4	sphingosine-1-phosphate receptor 4	8698
EED	EED	embryonic ectoderm development	8726
RNMT	RNMT	RNA guanine-7 methyltransferase	8731
DPM1	DPM1	dolichyl-phosphate mannosyltransferase subunit 1, catalytic	8813
IQGAP1	IQGAP1	IQ motif containing GTPase activating protein 1	8826
GMPS	GMPS	guanine monophosphate synthase	8833
CDC123	CDC123	cell division cycle 123	8872
DDX18	DDX18	DEAD-box helicase 18	8886
EIF2B4	EIF2B4	eukaryotic translation initiation factor 2B subunit delta	8890
EIF2B5	EIF2B5	eukaryotic translation initiation factor 2B subunit epsilon	8893
CPNE1	CPNE1	copine 1	8904
AP1G2	AP1G2	adaptor related protein complex 1 gamma 2 subunit	8906
HERC1	HERC1	HECT and RLD domain containing E3 ubiquitin protein ligase family member 1	8925
CCND2	CCND2	cyclin D2	894
AP3D1	AP3D1	adaptor related protein complex 3 delta 1 subunit	8943
CCND3	CCND3	cyclin D3	896
FGD3	FGD3	FYVE, RhoGEF and PH domain containing 3	89846
WDR34	WDR34	WD repeat domain 34	89891
RHOT2	RHOT2	ras homolog family member T2	89941
MIDN	MIDN	midnolin	90007
MPZL1	MPZL1	myelin protein zero like 1	9019
ZSWIM1	ZSWIM1	zinc finger SWIM-type containing 1	90204
BAZ1B	BAZ1B	bromodomain adjacent to zinc finger domain 1B	9031
CTU1	CTU1	cytosolic thiouridylase subunit 1	90353
SAMD1	SAMD1	sterile alpha motif domain containing 1	90378
DCAF15	DCAF15	DDB1 and CUL4 associated factor 15	90379
STARD13	STARD13	StAR related lipid transfer domain containing 13	90627
LRSAM1	LRSAM1	leucine rich repeat and sterile alpha motif containing 1	90678
ASH2L	ASH2L	ASH2 like histone lysine methyltransferase complex subunit	9070
CCT6A	CCT6A	chaperonin containing TCP1 subunit 6A	908
PIGQ	PIGQ	phosphatidylinositol glycan anchor biosynthesis class Q	9091
USP14	USP14	ubiquitin specific peptidase 14	9097
USP10	USP10	ubiquitin specific peptidase 10	9100
AP5B1	AP5B1	adaptor related protein complex 5 beta 1 subunit	91056
MTMR6	MTMR6	myotubularin related protein 6	9107
ATP6V0D1	ATP6V0D1	ATPase H+ transporting V0 subunit d1	9114
SMC3	SMC3	structural maintenance of chromosomes 3	9126
PDCD5	PDCD5	programmed cell death 5	9141
RCCD1	RCCD1	RCC1 domain containing 1	91433
C12orf65	C12orf65	chromosome 12 open reading frame 65	91574
MYADM	MYADM	myeloid associated differentiation marker	91663
SCAF11	SCAF11	SR-related CTD associated factor 11	9169
LPAR2	LPAR2	lysophosphatidic acid receptor 2	9170
YTHDC1	YTHDC1	YTH domain containing 1	91746
ELMSAN1	ELMSAN1	ELM2 and Myb/SANT domain containing 1	91748
ARHGEF2	ARHGEF2	Rho/Rac guanine nucleotide exchange factor 2	9181
DDX21	DDX21	DExD-box helicase 21	9188
ZMYM4	ZMYM4	zinc finger MYM-type containing 4	9202
INTS4	INTS4	integrator complex subunit 4	92105
AURKB	AURKB	aurora kinase B	9212
MTA2	MTA2	metastasis associated 1 family member 2	9219
STRADA	STRADA	STE20-related kinase adaptor alpha	92335
CD7	CD7	CD7 molecule	924
STK17A	STK17A	serine/threonine kinase 17a	9263
SHKBP1	SHKBP1	SH3KBP1 binding protein 1	92799
SRSF11	SRSF11	serine and arginine rich splicing factor 11	9295
MS4A1	MS4A1	membrane spanning 4-domains A1	931
COPS2	COPS2	COP9 signalosome subunit 2	9318
TRIP12	TRIP12	thyroid hormone receptor interactor 12	9320
TRIP11	TRIP11	thyroid hormone receptor interactor 11	9321
GTF3C5	GTF3C5	general transcription factor IIIC subunit 5	9328
MRFAP1	MRFAP1	Morf4 family associated protein 1	93621
TBCK	TBCK	TBC1 domain containing kinase	93627
PLAA	PLAA	phospholipase A2 activating protein	9373
GRHPR	GRHPR	glyoxylate and hydroxypyruvate reductase	9380
COG1	COG1	component of oligomeric golgi complex 1	9382
PIGS	PIGS	phosphatidylinositol glycan anchor biosynthesis class S	94005
SELENOF	SELENOF	selenoprotein F	9403
LPXN	LPXN	leupaxin	9404
ORMDL3	ORMDL3	ORMDL sphingolipid biosynthesis regulator 3	94103
QKI	QKI	QKI, KH domain containing RNA binding	9444
RASAL2	RASAL2	RAS protein activator like 2	9462
IL27RA	IL27RA	interleukin 27 receptor subunit alpha	9466
THEMIS2	THEMIS2	thymocyte selection associated family member 2	9473
NPEPPS	NPEPPS	aminopeptidase puromycin sensitive	9520
EEF1E1	EEF1E1	eukaryotic translation elongation factor 1 epsilon 1	9521
POLR1C	POLR1C	RNA polymerase I subunit C	9533
APBA3	APBA3	amyloid beta precursor protein binding family A member 3	9546
SPAG7	SPAG7	sperm associated antigen 7	9552
APOBEC3B	APOBEC3B	apolipoprotein B mRNA editing enzyme catalytic subunit 3B	9582
IER2	IER2	immediate early response 2	9592
CYTIP	CYTIP	cytohesin 1 interacting protein	9595
PDIA4	PDIA4	protein disulfide isomerase family A member 4	9601
NCOR1	NCOR1	nuclear receptor corepressor 1	9611
CD53	CD53	CD53 molecule	963
GCC2	GCC2	GRIP and coiled-coil domain containing 2	9648
IQCB1	IQCB1	IQ motif containing B1	9657
VGLL4	VGLL4	vestigial like family member 4	9686
NUP93	NUP93	nucleoporin 93	9688
PUM1	PUM1	pumilio RNA binding family member 1	9698
CD70	CD70	CD70 molecule	970
PPP6R2	PPP6R2	protein phosphatase 6 regulatory subunit 2	9701
HERPUD1	HERPUD1	homocysteine inducible ER protein with ubiquitin like domain 1	9709
AQR	AQR	aquarius intron-binding spliceosomal factor	9716
DCAF1	DCAF1	DDB1 and CUL4 associated factor 1	9730
KNTC1	KNTC1	kinetochore associated 1	9735
ACAP1	ACAP1	ArfGAP with coiled-coil, ankyrin repeat and PH domains 1	9744
TCAF1	TCAF1	TRPM8 channel associated factor 1	9747
PIEZO1	PIEZO1	piezo type mechanosensitive ion channel component 1	9780
SNX17	SNX17	sorting nexin 17	9784
CKAP5	CKAP5	cytoskeleton associated protein 5	9793
IST1	IST1	IST1, ESCRT-III associated factor	9798
KEAP1	KEAP1	kelch like ECH associated protein 1	9817
CUL7	CUL7	cullin 7	9820
CDK1	CDK1	cyclin dependent kinase 1	983
TRIM14	TRIM14	tripartite motif containing 14	9830
LCMT2	LCMT2	leucine carboxyl methyltransferase 2	9836
GINS1	GINS1	GINS complex subunit 1	9837
ZNF518A	ZNF518A	zinc finger protein 518A	9849
CEP170	CEP170	centrosomal protein 170	9859
MED24	MED24	mediator complex subunit 24	9862
LRBA	LRBA	LPS responsive beige-like anchor protein	987
URB1	URB1	URB1 ribosome biogenesis 1 homolog (S. cerevisiae)	9875
TELO2	TELO2	telomere maintenance 2	9894
CDC6	CDC6	cell division cycle 6	990
RBM19	RBM19	RNA binding motif protein 19	9904
CDC20	CDC20	cell division cycle 20	991
RABGAP1L	RABGAP1L	RAB GTPase activating protein 1 like	9910
NCAPD2	NCAPD2	non-SMC condensin I complex subunit D2	9918
SEC16A	SEC16A	SEC16 homolog A, endoplasmic reticulum export factor	9919
WDR1	WDR1	WD repeat domain 1	9948
CDC27	CDC27	cell division cycle 27	996
MVP	MVP	major vault protein	9961
MED12	MED12	mediator complex subunit 12	9968
REC8	REC8	REC8 meiotic recombination protein	9985
