userid	genesymbol	genename	entrezgene
TSR1	TSR1	TSR1, ribosome maturation factor	55720
ATF7IP	ATF7IP	activating transcription factor 7 interacting protein	55729
VPS35	VPS35	VPS35, retromer complex component	55737
AP5M1	AP5M1	adaptor related protein complex 5 mu 1 subunit	55745
NUP133	NUP133	nucleoporin 133	55746
CCAR1	CCAR1	cell division cycle and apoptosis regulator 1	55749
CDK5RAP2	CDK5RAP2	CDK5 regulatory subunit associated protein 2	55755
PRR11	PRR11	proline rich 11	55771
TDP1	TDP1	tyrosyl-DNA phosphodiesterase 1	55775
LRIF1	LRIF1	ligand dependent nuclear receptor interacting factor 1	55791
PCID2	PCID2	PCI domain containing 2	55795
PRKCD	PRKCD	protein kinase C delta	5580
DCP1A	DCP1A	decapping mRNA 1A	55802
KDM3A	KDM3A	lysine demethylase 3A	55818
EMC3	EMC3	ER membrane protein complex subunit 3	55831
PPP2R2D	PPP2R2D	protein phosphatase 2 regulatory subunit Bdelta	55844
ECHDC1	ECHDC1	ethylmalonyl-CoA decarboxylase 1	55862
ASH1L	ASH1L	ASH1 like histone lysine methyltransferase	55870
PRKCQ	PRKCQ	protein kinase C theta	5588
KMT2E	KMT2E	lysine methyltransferase 2E	55904
RNF114	RNF114	ring finger protein 114	55905
PRKDC	PRKDC	protein kinase, DNA-activated, catalytic polypeptide	5591
NKRF	NKRF	NFKB repressing factor	55922
MYO5C	MYO5C	myosin VC	55930
MAPK1	MAPK1	mitogen-activated protein kinase 1	5594
KLHL9	KLHL9	kelch like family member 9	55958
MAP2K7	MAP2K7	mitogen-activated protein kinase kinase 7	5609
EIF2AK2	EIF2AK2	eukaryotic translation initiation factor 2 alpha kinase 2	5610
NSMCE3	NSMCE3	NSE3 homolog, SMC5-SMC6 complex component	56160
YLPM1	YLPM1	YLP motif containing 1	56252
KCNQ5	KCNQ5	potassium voltage-gated channel subfamily Q member 5	56479
PSD	PSD	pleckstrin and Sec7 domain containing	5662
KCNK13	KCNK13	potassium two pore domain channel subfamily K member 13	56659
PSMA1	PSMA1	proteasome subunit alpha 1	5682
ZC3HAV1	ZC3HAV1	zinc finger CCCH-type containing, antiviral 1	56829
PSMA4	PSMA4	proteasome subunit alpha 4	5685
UBQLN4	UBQLN4	ubiquilin 4	56893
C15orf39	C15orf39	chromosome 15 open reading frame 39	56905
EXOSC5	EXOSC5	exosome component 5	56915
PSMB4	PSMB4	proteasome subunit beta 4	5692
SPPL2B	SPPL2B	signal peptide peptidase like 2B	56928
PSMB8	PSMB8	proteasome subunit beta 8	5696
PARP6	PARP6	poly(ADP-ribose) polymerase family member 6	56965
KIF15	KIF15	kinesin family member 15	56992
PSMC2	PSMC2	proteasome 26S subunit, ATPase 2	5701
CCNL1	CCNL1	cyclin L1	57018
PSMC4	PSMC4	proteasome 26S subunit, ATPase 4	5704
PSMC5	PSMC5	proteasome 26S subunit, ATPase 5	5705
PSMC6	PSMC6	proteasome 26S subunit, ATPase 6	5706
DDX24	DDX24	DEAD-box helicase 24	57062
KNL1	KNL1	kinetochore scaffold 1	57082
PSMD3	PSMD3	proteasome 26S subunit, non-ATPase 3	5709
PNPLA2	PNPLA2	patatin like phospholipase domain containing 2	57104
NUP107	NUP107	nucleoporin 107	57122
PSMD7	PSMD7	proteasome 26S subunit, non-ATPase 7	5713
ADCK1	ADCK1	aarF domain containing kinase 1	57143
RALGAPB	RALGAPB	Ral GTPase activating protein non-catalytic beta subunit	57148
LYRM1	LYRM1	LYR motif containing 1	57149
ZNFX1	ZNFX1	zinc finger NFX1-type containing 1	57169
PSMD12	PSMD12	proteasome 26S subunit, non-ATPase 12	5718
PSME2	PSME2	proteasome activator subunit 2	5721
TTC7A	TTC7A	tetratricopeptide repeat domain 7A	57217
PTBP1	PTBP1	polypyrimidine tract binding protein 1	5725
NMRAL1	NMRAL1	NmrA like redox sensor 1	57407
WDR18	WDR18	WD repeat domain 18	57418
BIRC6	BIRC6	baculoviral IAP repeat containing 6	57448
ESYT2	ESYT2	extended synaptotagmin 2	57488
XPO5	XPO5	exportin 5	57510
SERINC1	SERINC1	serine incorporator 1	57515
IFT80	IFT80	intraflagellar transport 80	57560
KLHL8	KLHL8	kelch like family member 8	57563
PREX1	PREX1	phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 1	57580
PITPNM2	PITPNM2	phosphatidylinositol transfer protein membrane associated 2	57605
DIP2B	DIP2B	disco interacting protein 2 homolog B	57609
EP400	EP400	E1A binding protein p400	57634
CALCOCO1	CALCOCO1	calcium binding and coiled-coil domain 1	57658
ZBTB4	ZBTB4	zinc finger and BTB domain containing 4	57659
PHRF1	PHRF1	PHD and ring finger domains 1	57661
RNF213	RNF213	ring finger protein 213	57674
CHD8	CHD8	chromodomain helicase DNA binding protein 8	57680
FANCM	FANCM	Fanconi anemia complementation group M	57697
FAM160B1	FAM160B1	family with sequence similarity 160 member B1	57700
WDFY4	WDFY4	WDFY family member 4	57705
DENND1A	DENND1A	DENN domain containing 1A	57706
EPG5	EPG5	ectopic P-granules autophagy protein 5 homolog	57724
CCAR2	CCAR2	cell cycle and apoptosis regulator 2	57805
PTPN12	PTPN12	protein tyrosine phosphatase, non-receptor type 12	5782
PTPN13	PTPN13	protein tyrosine phosphatase, non-receptor type 13	5783
PWP2	PWP2	PWP2 periodic tryptophan protein homolog (yeast)	5822
ALDH18A1	ALDH18A1	aldehyde dehydrogenase 18 family member A1	5832
TRAPPC1	TRAPPC1	trafficking protein particle complex 1	58485
ZBED5	ZBED5	zinc finger BED-type containing 5	58486
KMT2C	KMT2C	lysine methyltransferase 2C	58508
RBM25	RBM25	RNA binding motif protein 25	58517
WIZ	WIZ	widely interspaced zinc finger motifs	58525
MYOZ1	MYOZ1	myozenin 1	58529
RAN	RAN	RAN, member RAS oncogene family	5901
RARS	RARS	arginyl-tRNA synthetase	5917
KDM5A	KDM5A	lysine demethylase 5A	5927
RBBP6	RBBP6	RB binding protein 6, ubiquitin ligase	5930
PRDM13	PRDM13	PR/SET domain 13	59336
PLEKHA2	PLEKHA2	pleckstrin homology domain containing A2	59339
SCPEP1	SCPEP1	serine carboxypeptidase 1	59342
KLHL12	KLHL12	kelch like family member 12	59349
RCN2	RCN2	reticulocalbin 2	5955
RDX	RDX	radixin	5962
UPF1	UPF1	UPF1, RNA helicase and ATPase	5976
RFC1	RFC1	replication factor C subunit 1	5981
RFC5	RFC5	replication factor C subunit 5	5985
RFX3	RFX3	regulatory factor X3	5991
EXOC4	EXOC4	exocyst complex component 4	60412
TGIF2	TGIF2	TGFB induced factor homeobox 2	60436
TRMT11	TRMT11	tRNA methyltransferase 11 homolog	60487
APOBEC3G	APOBEC3G	apolipoprotein B mRNA editing enzyme catalytic subunit 3G	60489
RNH1	RNH1	ribonuclease/angiogenin inhibitor 1	6050
ELAC2	ELAC2	elaC ribonuclease Z 2	60528
NAA35	NAA35	N(alpha)-acetyltransferase 35, NatC auxiliary subunit	60560
RIC8A	RIC8A	RIC8 guanine nucleotide exchange factor A	60626
RPL7	RPL7	ribosomal protein L7	6129
RPL7A	RPL7A	ribosomal protein L7a	6130
RPL8	RPL8	ribosomal protein L8	6132
RPL13	RPL13	ribosomal protein L13	6137
RPL18A	RPL18A	ribosomal protein L18a	6142
RPL21	RPL21	ribosomal protein L21	6144
RPL28	RPL28	ribosomal protein L28	6158
RPL32	RPL32	ribosomal protein L32	6161
RPL35A	RPL35A	ribosomal protein L35a	6165
RPN1	RPN1	ribophorin I	6184
RPN2	RPN2	ribophorin II	6185
RPS2	RPS2	ribosomal protein S2	6187
RPS3A	RPS3A	ribosomal protein S3A	6189
RPS6KB2	RPS6KB2	ribosomal protein S6 kinase B2	6199
RPS26	RPS26	ribosomal protein S26	6231
RRAD	RRAD	RRAD, Ras related glycolysis inhibitor and calcium channel regulator	6236
RRM1	RRM1	ribonucleotide reductase catalytic subunit M1	6240
RRM2	RRM2	ribonucleotide reductase regulatory subunit M2	6241
RXRB	RXRB	retinoid X receptor beta	6257
VPS52	VPS52	VPS52, GARP complex subunit	6293
SBF1	SBF1	SET binding factor 1	6305
ATXN2	ATXN2	ataxin 2	6311
SCD	SCD	stearoyl-CoA desaturase	6319
BICD1	BICD1	BICD cargo adaptor 1	636
SDCBP	SDCBP	syndecan binding protein	6386
MRPL17	MRPL17	mitochondrial ribosomal protein L17	63875
RNF123	RNF123	ring finger protein 123	63891
THADA	THADA	THADA, armadillo repeat containing	63892
PRDM1	PRDM1	PR/SET domain 1	639
GPSM3	GPSM3	G-protein signaling modulator 3	63940
SEC13	SEC13	SEC13 homolog, nuclear pore and COPII coat complex component	6396
CLSPN	CLSPN	claspin	63967
SEC14L1	SEC14L1	SEC14 like lipid binding 1	6397
SEL1L	SEL1L	SEL1L ERAD E3 ligase adaptor subunit	6400
MYO1G	MYO1G	myosin IG	64005
NOD2	NOD2	nucleotide binding oligomerization domain containing 2	64127
IFIH1	IFIH1	interferon induced with helicase C domain 1	64135
MMS19	MMS19	MMS19 homolog, cytosolic iron-sulfur assembly component	64210
SEMA4A	SEMA4A	semaphorin 4A	64218
ATL2	ATL2	atlastin GTPase 2	64225
SRSF7	SRSF7	serine and arginine rich splicing factor 7	6432
ARHGAP9	ARHGAP9	Rho GTPase activating protein 9	64333
TMPPE	TMPPE	transmembrane protein with metallophosphoesterase domain	643853
ZNF106	ZNF106	zinc finger protein 106	64397
GZF1	GZF1	GDNF inducible zinc finger protein 1	64412
TTC31	TTC31	tetratricopeptide repeat domain 31	64427
SGK1	SGK1	serum/glucocorticoid regulated kinase 1	6446
CCNI2	CCNI2	cyclin I family member 2	645121
SHC1	SHC1	SHC adaptor protein 1	6464
ANAPC1	ANAPC1	anaphase promoting complex subunit 1	64682
CTAGE1	CTAGE1	cutaneous T-cell lymphoma-associated antigen 1	64693
FAM160B2	FAM160B2	family with sequence similarity 160 member B2	64760
PARP12	PARP12	poly(ADP-ribose) polymerase family member 12	64761
CREB3L2	CREB3L2	cAMP responsive element binding protein 3 like 2	64764
S100PBP	S100PBP	S100P binding protein	64766
AEN	AEN	apoptosis enhancing nuclease	64782
TUT1	TUT1	terminal uridylyl transferase 1, U6 snRNA-specific	64852
SLC30A5	SLC30A5	solute carrier family 30 member 5	64924
RASAL3	RASAL3	RAS protein activator like 3	64926
SIPA1	SIPA1	signal-induced proliferation-associated 1	6494
SKIV2L	SKIV2L	Ski2 like RNA helicase	6499
NOL6	NOL6	nucleolar protein 6	65083
SLC1A4	SLC1A4	solute carrier family 1 member 4	6509
INTS3	INTS3	integrator complex subunit 3	65123
SLC2A1	SLC2A1	solute carrier family 2 member 1	6513
SLC3A2	SLC3A2	solute carrier family 3 member 2	6520
SLC4A2	SLC4A2	solute carrier family 4 member 2	6522
SLC12A2	SLC12A2	solute carrier family 12 member 2	6558
BMPR1B	BMPR1B	bone morphogenetic protein receptor type 1B	658
SMARCA1	SMARCA1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1	6594
SMARCC1	SMARCC1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 1	6599
TMEM108	TMEM108	transmembrane protein 108	66000
SMN1	SMN1	survival of motor neuron 1, telomeric	6606
SMPD1	SMPD1	sphingomyelin phosphodiesterase 1	6609
SNAPC4	SNAPC4	small nuclear RNA activating complex polypeptide 4	6621
SNX2	SNX2	sorting nexin 2	6643
SON	SON	SON DNA binding protein	6651
SORL1	SORL1	sortilin related receptor 1	6653
SOS2	SOS2	SOS Ras/Rho guanine nucleotide exchange factor 2	6655
SOX4	SOX4	SRY-box 4	6659
SOX9	SOX9	SRY-box 9	6662
DST	DST	dystonin	667
SP100	SP100	SP100 nuclear antigen	6672
SPAST	SPAST	spastin	6683
SPTAN1	SPTAN1	spectrin alpha, non-erythrocytic 1	6709
SPTBN1	SPTBN1	spectrin beta, non-erythrocytic 1	6711
BRCA1	BRCA1	BRCA1, DNA repair associated	672
SREBF1	SREBF1	sterol regulatory element binding transcription factor 1	6720
SREBF2	SREBF2	sterol regulatory element binding transcription factor 2	6721
BRAF	BRAF	B-Raf proto-oncogene, serine/threonine kinase	673
SRP68	SRP68	signal recognition particle 68	6730
SRP72	SRP72	signal recognition particle 72	6731
SSR3	SSR3	signal sequence receptor subunit 3	6747
SSR4	SSR4	signal sequence receptor subunit 4	6748
SSRP1	SSRP1	structure specific recognition protein 1	6749
STAT1	STAT1	signal transducer and activator of transcription 1	6772
STAT6	STAT6	signal transducer and activator of transcription 6	6778
STAU1	STAU1	staufen double-stranded RNA binding protein 1	6780
STX4	STX4	syntaxin 4	6810
STXBP2	STXBP2	syntaxin binding protein 2	6813
STXBP3	STXBP3	syntaxin binding protein 3	6814
BSG	BSG	basigin (Ok blood group)	682
SUPT5H	SUPT5H	SPT5 homolog, DSIF elongation factor subunit	6829
SUPT6H	SUPT6H	SPT6 homolog, histone chaperone	6830
SURF1	SURF1	SURF1, cytochrome c oxidase assembly factor	6834
TAF2	TAF2	TATA-box binding protein associated factor 2	6873
TAF4B	TAF4B	TATA-box binding protein associated factor 4b	6875
TAF9	TAF9	TATA-box binding protein associated factor 9	6880
TAP2	TAP2	transporter 2, ATP binding cassette subfamily B member	6891
TARBP1	TARBP1	TAR (HIV-1) RNA binding protein 1	6894
TARS	TARS	threonyl-tRNA synthetase	6897
TBCE	TBCE	tubulin folding cofactor E	6905
TBXAS1	TBXAS1	thromboxane A synthase 1	6916
TCEA1	TCEA1	transcription elongation factor A1	6917
TCOF1	TCOF1	treacle ribosome biogenesis factor 1	6949
TCP1	TCP1	t-complex 1	6950
BUB1B	BUB1B	BUB1 mitotic checkpoint serine/threonine kinase B	701
TEP1	TEP1	telomerase associated protein 1	7011
TERF2	TERF2	telomeric repeat binding factor 2	7014
TFRC	TFRC	transferrin receptor	7037
TIMP1	TIMP1	TIMP metallopeptidase inhibitor 1	7076
TKT	TKT	transketolase	7086
TLE1	TLE1	transducin like enhancer of split 1	7088
TLE4	TLE4	transducin like enhancer of split 4	7091
TLN1	TLN1	talin 1	7094
SEC62	SEC62	SEC62 homolog, preprotein translocation factor	7095
TRAPPC10	TRAPPC10	trafficking protein particle complex 10	7109
TNFAIP1	TNFAIP1	TNF alpha induced protein 1	7126
TNR	TNR	tenascin R	7143
TOP2A	TOP2A	topoisomerase (DNA) II alpha	7153
TP53BP1	TP53BP1	tumor protein p53 binding protein 1	7158
TPP2	TPP2	tripeptidyl peptidase 2	7174
TPR	TPR	translocated promoter region, nuclear basket protein	7175
TRIO	TRIO	trio Rho guanine nucleotide exchange factor	7204
TRPC3	TRPC3	transient receptor potential cation channel subfamily C member 3	7222
TSC2	TSC2	tuberous sclerosis 2	7249
TTC4	TTC4	tetratricopeptide repeat domain 4	7268
MROH1	MROH1	maestro heat like repeat family member 1	727957
FAM157A	FAM157A	family with sequence similarity 157 member A	728262
CCDC169	CCDC169	coiled-coil domain containing 169	728591
TYMS	TYMS	thymidylate synthetase	7298
UBA1	UBA1	ubiquitin like modifier activating enzyme 1	7317
UBTF	UBTF	upstream binding transcription factor, RNA polymerase I	7343
UGT2B17	UGT2B17	UDP glucuronosyltransferase family 2 member B17	7367
UTRN	UTRN	utrophin	7402
VARS	VARS	valyl-tRNA synthetase	7407
VASP	VASP	vasodilator-stimulated phosphoprotein	7408
VAV1	VAV1	vav guanine nucleotide exchange factor 1	7409
VIM	VIM	vimentin	7431
WAS	WAS	Wiskott-Aldrich syndrome	7454
WIPF1	WIPF1	WAS/WASL interacting protein family member 1	7456
NELFA	NELFA	negative elongation factor complex member A	7469
XPC	XPC	XPC complex subunit, DNA damage recognition and repair factor	7508
XPO1	XPO1	exportin 1	7514
XRCC1	XRCC1	X-ray repair cross complementing 1	7515
XRCC3	XRCC3	X-ray repair cross complementing 3	7517
FMNL1	FMNL1	formin like 1	752
XRCC5	XRCC5	X-ray repair cross complementing 5	7520
YWHAE	YWHAE	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon	7531
ZFP36	ZFP36	ZFP36 ring finger protein	7538
ZNF23	ZNF23	zinc finger protein 23	7571
ZKSCAN1	ZKSCAN1	zinc finger with KRAB and SCAN domains 1	7586
TRIM25	TRIM25	tripartite motif containing 25	7706
TRIM26	TRIM26	tripartite motif containing 26	7726
CACNA1C	CACNA1C	calcium voltage-gated channel subunit alpha1 C	775
ZNF202	ZNF202	zinc finger protein 202	7753
ZFAND5	ZFAND5	zinc finger AN1-type containing 5	7763
CSDE1	CSDE1	cold shock domain containing E1	7812
MOGS	MOGS	mannosyl-oligosaccharide glucosidase	7841
USP7	USP7	ubiquitin specific peptidase 7	7874
DUSP26	DUSP26	dual specificity phosphatase 26	78986
PRR14	PRR14	proline rich 14	78994
CAD	CAD	carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase	790
CENPM	CENPM	centromere protein M	79019
NUP37	NUP37	nucleoporin 37	79023
AHNAK	AHNAK	AHNAK nucleoprotein	79026
ZNF655	ZNF655	zinc finger protein 655	79027
SPATA5L1	SPATA5L1	spermatogenesis associated 5 like 1	79029
NOC4L	NOC4L	nucleolar complex associated 4 homolog	79050
ALG8	ALG8	ALG8, alpha-1,3-glucosyltransferase	79053
FTO	FTO	FTO, alpha-ketoglutarate dependent dioxygenase	79068
PRRC2A	PRRC2A	proline rich coiled-coil 2A	7916
LENG1	LENG1	leukocyte receptor cluster member 1	79165
BAG6	BAG6	BCL2 associated athanogene 6	7917
FBXL15	FBXL15	F-box and leucine rich repeat protein 15	79176
ABHD16A	ABHD16A	abhydrolase domain containing 16A	7920
EPM2A	EPM2A	EPM2A, laforin glucan phosphatase	7957
CORO7	CORO7	coronin 7	79585
CHPF	CHPF	chondroitin polymerizing factor	79586
SAP130	SAP130	Sin3A associated protein 130	79595
CEP97	CEP97	centrosomal protein 97	79598
TANGO6	TANGO6	transport and golgi organization 6 homolog	79613
FAM184A	FAM184A	family with sequence similarity 184 member A	79632
HECTD3	HECTD3	HECT domain E3 ubiquitin protein ligase 3	79654
ARHGAP10	ARHGAP10	Rho GTPase activating protein 10	79658
SMC6	SMC6	structural maintenance of chromosomes 6	79677
MANEA	MANEA	mannosidase endo-alpha	79694
COLGALT1	COLGALT1	collagen beta(1-O)galactosyltransferase 1	79709
IGFLR1	IGFLR1	IGF like family receptor 1	79713
THAP9	THAP9	THAP domain containing 9	79725
TBC1D17	TBC1D17	TBC1 domain family member 17	79735
SLC25A22	SLC25A22	solute carrier family 25 member 22	79751
ISOC2	ISOC2	isochorismatase domain containing 2	79763
MCTP1	MCTP1	multiple C2 and transmembrane domain containing 1	79772
ARMC5	ARMC5	armadillo repeat containing 5	79798
HPS6	HPS6	HPS6, biogenesis of lysosomal organelles complex 2 subunit 3	79803
TTC21B	TTC21B	tetratricopeptide repeat domain 21B	79809
MMRN2	MMRN2	multimerin 2	79812
EHMT1	EHMT1	euchromatic histone lysine methyltransferase 1	79813
ARHGEF5	ARHGEF5	Rho guanine nucleotide exchange factor 5	7984
RPAP2	RPAP2	RNA polymerase II associated protein 2	79871
ZC3H14	ZC3H14	zinc finger CCCH-type containing 14	79882
MCMBP	MCMBP	minichromosome maintenance complex binding protein	79892
NUP85	NUP85	nucleoporin 85	79902
TUSC3	TUSC3	tumor suppressor candidate 3	7991
MRM1	MRM1	mitochondrial rRNA methyltransferase 1	79922
KAT6A	KAT6A	lysine acetyltransferase 6A	7994
WDR76	WDR76	WD repeat domain 76	79968
PIF1	PIF1	PIF1 5'-to-3' DNA helicase	80119
CCDC33	CCDC33	coiled-coil domain containing 33	80125
RPF1	RPF1	ribosome production factor 1 homolog	80135
THOC7	THOC7	THO complex 7	80145
NAA15	NAA15	N(alpha)-acetyltransferase 15, NatA auxiliary subunit	80155
ABHD18	ABHD18	abhydrolase domain containing 18	80167
SPG11	SPG11	SPG11, spatacsin vesicle trafficking associated	80208
NUP214	NUP214	nucleoporin 214	8021
RAB11FIP1	RAB11FIP1	RAB11 family interacting protein 1	80223
FAAP100	FAAP100	Fanconi anemia core complex associated protein 100	80233
CDK5RAP3	CDK5RAP3	CDK5 regulatory subunit associated protein 3	80279
TRABD	TRABD	TraB domain containing	80305
DCAF11	DCAF11	DDB1 and CUL4 associated factor 11	80344
SHOC2	SHOC2	SHOC2, leucine rich repeat scaffold protein	8036
TMEM177	TMEM177	transmembrane protein 177	80775
INTS5	INTS5	integrator complex subunit 5	80789
CMIP	CMIP	c-Maf inducing protein	80790
EEPD1	EEPD1	endonuclease/exonuclease/phosphatase family domain containing 1	80820
ZFP91	ZFP91	ZFP91 zinc finger protein	80829
AAAS	AAAS	aladin WD repeat nucleoporin	8086
ILKAP	ILKAP	ILK associated serine/threonine phosphatase	80895
CLPTM1L	CLPTM1L	CLPTM1 like	81037
FBXO38	FBXO38	F-box protein 38	81545
CDT1	CDT1	chromatin licensing and DNA replication factor 1	81620
DIAPH3	DIAPH3	diaphanous related formin 3	81624
CCNL2	CCNL2	cyclin L2	81669
DOCK8	DOCK8	dedicator of cytokinesis 8	81704
ELL	ELL	elongation factor for RNA polymerase II	8178
TRIM56	TRIM56	tripartite motif containing 56	81844
SYMPK	SYMPK	symplekin	8189
NCOA3	NCOA3	nuclear receptor coactivator 3	8202
LZTR1	LZTR1	leucine zipper like transcription regulator 1	8216
AKAP17A	AKAP17A	A-kinase anchoring protein 17A	8227
USP11	USP11	ubiquitin specific peptidase 11	8237
USP9X	USP9X	ubiquitin specific peptidase 9, X-linked	8239
KDM5C	KDM5C	lysine demethylase 5C	8242
SLC10A3	SLC10A3	solute carrier family 10 member 3	8273
KDM5D	KDM5D	lysine demethylase 5D	8284
USP9Y	USP9Y	ubiquitin specific peptidase 9, Y-linked	8287
TRRAP	TRRAP	transformation/transcription domain associated protein	8295
CAPZA2	CAPZA2	capping actin protein of muscle Z-line alpha subunit 2	830
ACOX3	ACOX3	acyl-CoA oxidase 3, pristanoyl	8310
BAP1	BAP1	BRCA1 associated protein 1	8314
HIST1H2BL	HIST1H2BL	histone cluster 1 H2B family member l	8340
FCRL5	FCRL5	Fc receptor like 5	83416
DOHH	DOHH	deoxyhypusine hydroxylase	83475
DDX59	DDX59	DEAD-box helicase 59	83479
TRAPPC9	TRAPPC9	trafficking protein particle complex 9	83696
FERMT3	FERMT3	fermitin family member 3	83706
RIOK1	RIOK1	RIO kinase 1	83732
LONP2	LONP2	lon peptidase 2, peroxisomal	83752
TAF3	TAF3	TATA-box binding protein associated factor 3	83860
KCTD10	KCTD10	potassium channel tetramerization domain containing 10	83892
TAGLN2	TAGLN2	transgelin 2	8407
ANKRD27	ANKRD27	ankyrin repeat domain 27	84079
BCAR3	BCAR3	breast cancer anti-estrogen resistance 3	8412
LRRIQ1	LRRIQ1	leucine rich repeats and IQ motif containing 1	84125
ATRIP	ATRIP	ATR interacting protein	84126
ZNF644	ZNF644	zinc finger protein 644	84146
RPF2	RPF2	ribosome production factor 2 homolog	84154
USP48	USP48	ubiquitin specific peptidase 48	84196
POMK	POMK	protein-O-mannose kinase	84197
FYTTD1	FYTTD1	forty-two-three domain containing 1	84248
FLYWCH1	FLYWCH1	FLYWCH-type zinc finger 1	84256
POLR3GL	POLR3GL	RNA polymerase III subunit G like	84265
POLDIP3	POLDIP3	DNA polymerase delta interacting protein 3	84271
CHCHD6	CHCHD6	coiled-coil-helix-coiled-coil-helix domain containing 6	84303
NUDT22	NUDT22	nudix hydrolase 22	84304
ZNF397	ZNF397	zinc finger protein 397	84307
GNPAT	GNPAT	glyceronephosphate O-acyltransferase	8443
CARD11	CARD11	caspase recruitment domain family member 11	84433
DOT1L	DOT1L	DOT1 like histone lysine methyltransferase	84444
CUL4B	CUL4B	cullin 4B	8450
TTF2	TTF2	transcription termination factor 2	8458
ZGPAT	ZGPAT	zinc finger CCCH-type and G-patch domain containing	84619
TNRC18	TNRC18	trinucleotide repeat containing 18	84629
DGAT2	DGAT2	diacylglycerol O-acyltransferase 2	84649
SPZ1	SPZ1	spermatogenic leucine zipper 1	84654
KDM2B	KDM2B	lysine demethylase 2B	84678
LNX1	LNX1	ligand of numb-protein X 1	84708
PIGO	PIGO	phosphatidylinositol glycan anchor biosynthesis class O	84720
PRRC2B	PRRC2B	proline rich coiled-coil 2B	84726
OGT	OGT	O-linked N-acetylglucosamine (GlcNAc) transferase	8473
PCGF1	PCGF1	polycomb group ring finger 1	84759
PERM1	PERM1	PPARGC1 and ESRR induced regulator, muscle 1	84808
ZNF496	ZNF496	zinc finger protein 496	84838
LRCH3	LRCH3	leucine rich repeats and calponin homology domain containing 3	84859
KLHL22	KLHL22	kelch like family member 22	84861
PARP10	PARP10	poly(ADP-ribose) polymerase family member 10	84875
AIFM2	AIFM2	apoptosis inducing factor, mitochondria associated 2	84883
RNFT2	RNFT2	ring finger protein, transmembrane 2	84900
ARHGEF39	ARHGEF39	Rho guanine nucleotide exchange factor 39	84904
LRP11	LRP11	LDL receptor related protein 11	84918
TMEM209	TMEM209	transmembrane protein 209	84928
MASTL	MASTL	microtubule associated serine/threonine kinase like	84930
CORO6	CORO6	coronin 6	84940
HSH2D	HSH2D	hematopoietic SH2 domain containing	84941
TOX2	TOX2	TOX high mobility group box family member 2	84969
UBL7	UBL7	ubiquitin like 7	84993
PEX3	PEX3	peroxisomal biogenesis factor 3	8504
CNTNAP1	CNTNAP1	contactin associated protein 1	8506
ENC1	ENC1	ectodermal-neural cortex 1	8507
STRIP1	STRIP1	striatin interacting protein 1	85369
BCAS1	BCAS1	breast carcinoma amplified sequence 1	8537
API5	API5	apoptosis inhibitor 5	8539
APOL1	APOL1	apolipoprotein L1	8542
DOCK7	DOCK7	dedicator of cytokinesis 7	85440
CNTNAP4	CNTNAP4	contactin associated protein like 4	85445
CIPC	CIPC	CLOCK interacting pacemaker	85457
CEP295	CEP295	centrosomal protein 295	85459
THOC5	THOC5	THO complex 5	8563
MADD	MADD	MAP kinase activating death domain	8567
RUVBL1	RUVBL1	RuvB like AAA ATPase 1	8607
CDK13	CDK13	cyclin dependent kinase 13	8621
CBFA2T3	CBFA2T3	CBFA2/RUNX1 translocation partner 3	863
RNASET2	RNASET2	ribonuclease T2	8635
PDE5A	PDE5A	phosphodiesterase 5A	8654
EIF3A	EIF3A	eukaryotic translation initiation factor 3 subunit A	8661
EIF3D	EIF3D	eukaryotic translation initiation factor 3 subunit D	8664
EIF3F	EIF3F	eukaryotic translation initiation factor 3 subunit F	8665
EIF3H	EIF3H	eukaryotic translation initiation factor 3 subunit H	8667
CBL	CBL	Cbl proto-oncogene	867
EIF4G3	EIF4G3	eukaryotic translation initiation factor 4 gamma 3	8672
CBLB	CBLB	Cbl proto-oncogene B	868
CDC23	CDC23	cell division cycle 23	8697
MBTPS1	MBTPS1	membrane bound transcription factor peptidase, site 1	8720
IQGAP1	IQGAP1	IQ motif containing GTPase activating protein 1	8826
KYAT1	KYAT1	kynurenine aminotransferase 1	883
GMPS	GMPS	guanine monophosphate synthase	8833
CCKBR	CCKBR	cholecystokinin B receptor	887
DDX18	DDX18	DEAD-box helicase 18	8886
EIF2B4	EIF2B4	eukaryotic translation initiation factor 2B subunit delta	8890
EIF2B5	EIF2B5	eukaryotic translation initiation factor 2B subunit epsilon	8893
AP1G2	AP1G2	adaptor related protein complex 1 gamma 2 subunit	8906
CCNB1	CCNB1	cyclin B1	891
HERC2	HERC2	HECT and RLD domain containing E3 ubiquitin protein ligase 2	8924
HERC1	HERC1	HECT and RLD domain containing E3 ubiquitin protein ligase family member 1	8925
CCND2	CCND2	cyclin D2	894
AP3D1	AP3D1	adaptor related protein complex 3 delta 1 subunit	8943
BTRC	BTRC	beta-transducin repeat containing E3 ubiquitin protein ligase	8945
CCND3	CCND3	cyclin D3	896
FGD3	FGD3	FYVE, RhoGEF and PH domain containing 3	89846
